Date,sma111,sma350x2
2023-08-29,28314.134836007885,47680.58484375
2023-08-30,28316.805796030407,47720.90584821429
2023-08-31,28308.93626829955,47756.50734375
2023-09-01,28300.077227618243,47790.953861607144
2023-09-02,28290.511102899774,47823.76084821428
2023-09-03,28279.49194115991,47861.189765625
2023-09-04,28268.462802646398,47897.008549107144
2023-09-05,28253.878835867115,47936.37536830357
2023-09-06,28244.158361486487,47977.55157366071
2023-09-07,28238.303103885137,48016.560970982144
2023-09-08,28227.276692708332,48054.32106026786
2023-09-09,28219.545625703828,48094.084866071425
2023-09-10,28210.36498803491,48134.25703125
2023-09-11,28191.77875140766,48168.199787946425
2023-09-12,28187.26096213401,48206.61577008929
2023-09-13,28185.027783643018,48245.482075892854
2023-09-14,28183.40961078266,48285.29135044643
2023-09-15,28181.07033009572,48326.30223214286
2023-09-16,28167.40037302928,48367.76614955357
2023-09-17,28156.48418144707,48410.56660714286
2023-09-18,28147.943025056305,48451.313470982146
2023-09-19,28147.866078969593,48490.59503348215
2023-09-20,28150.67720650338,48530.430982142854
2023-09-21,28144.53344946509,48568.214921875
2023-09-22,28140.068940033783,48608.40188616071
2023-09-23,28135.206996058558,48649.33229910714
2023-09-24,28139.682027730854,48688.24887276786
2023-09-25,28131.210831925677,48729.14599330357
2023-09-26,28130.050939611487,48770.09360491071
2023-09-27,28128.650038710584,48811.20944196429
2023-09-28,28133.525461007885,48854.858828125
2023-09-29,28143.07933910473,48899.00776785714
2023-09-30,28152.338330518018,48944.15223214286
2023-10-01,28171.088330518018,48993.955982142856
2023-10-02,28185.611363316442,49039.55613839286
2023-10-03,28206.37985641892,49085.81649553571
2023-10-04,28226.406883445947,49135.30140625
2023-10-05,28236.212732263513,49183.085245535716
2023-10-06,28249.14896537162,49233.223125
2023-10-07,28263.857316300677,49283.283984375
2023-10-08,28273.623627533783,49331.101595982145
2023-10-09,28266.92263161599,49378.176484375
2023-10-10,28243.172385275902,49419.863125
2023-10-11,28215.794358811938,49454.73671875
2023-10-12,28180.310846002252,49491.713649553574
2023-10-13,28147.100753096845,49527.52521205357
2023-10-14,28114.501161317567,49562.057957589284
2023-10-15,28086.469823338964,49599.338236607146
2023-10-16,28066.932010135137,49645.18791294643
2023-10-17,28051.882478181305,49690.504910714284
2023-10-18,28032.810318130632,49737.183984375
2023-10-19,28016.977477477478,49785.811517857146
2023-10-20,28008.80514498874,49834.58705357143
2023-10-21,28002.477600647522,49883.93402901786
2023-10-22,27992.004240568695,49935.74780133928
2023-10-23,28012.802910332208,50007.08161830357
2023-10-24,28043.319679054053,50094.85450892857
2023-10-25,28084.70240357545,50201.26616629464
2023-10-26,28119.06621269707,50295.951177455354
2023-10-27,28151.654138513513,50392.38265066964
2023-10-28,28186.954497466217,50491.184871651785
2023-10-29,28224.107738597973,50595.09981584821
2023-10-30,28259.07541525901,50697.2950390625
2023-10-31,28297.59915188626,50798.91314174107
2023-11-01,28333.28568412162,50906.157795758925
2023-11-02,28374.764727618243,51010.447650669645
2023-11-03,28414.7333544482,51113.50220424107
2023-11-04,28458.2744580518,51218.47733816964
2023-11-05,28502.449834600226,51325.66318638393
2023-11-06,28549.12378589527,51435.66368303572
2023-11-07,28598.940350506757,51545.68535714286
2023-11-08,28651.762528153155,51654.51147321428
2023-11-09,28712.88307643581,51769.30381696428
2023-11-10,28780.830518018018,51888.115970982144
2023-11-11,28844.37566863739,52006.251796875
2023-11-12,28915.345069679053,52124.02261160714
2023-11-13,28980.88529349662,52239.93708705357
2023-11-14,29036.5850049268,52349.037991071425
2023-11-15,29114.69214527027,52467.39236607143
2023-11-16,29176.2734375,52577.03600446429
2023-11-17,29241.49655123874,52688.510424107146
2023-11-18,29307.35596143018,52800.953091517855
2023-11-19,29380.83736275338,52916.70200892857
2023-11-20,29451.11866554054,53033.85704241072
2023-11-21,29511.135363879504,53140.853091517856
2023-11-22,29585.49266258446,53258.47716517857
2023-11-23,29659.506440033783,53373.08371651786
2023-11-24,29737.688010275902,53490.724453125
2023-11-25,29816.561321086712,53608.827700892856
2023-11-26,29891.322969453828,53725.255859375
2023-11-27,29958.78851703266,53839.81431919643
2023-11-28,30033.28934403153,53954.384419642854
2023-11-29,30109.225383586712,54068.914944196425
2023-11-30,30184.135575028155,54185.188549107144
2023-12-01,30267.674180039416,54311.138638392855
2023-12-02,30359.506774352478,54440.74572544643
2023-12-03,30454.731524493243,54573.43380580357
2023-12-04,30570.134677646398,54719.37905133929
2023-12-05,30708.68304828266,54874.661015625
2023-12-06,30862.573990005632,55028.54050223214
2023-12-07,31017.91730011261,55179.75377232143
2023-12-08,31180.713664836712,55336.15176339286
2023-12-09,31338.699253941442,55489.741640625
2023-12-10,31497.75834037162,55643.671428571426
2023-12-11,31634.80496903153,55782.66587053571
2023-12-12,31770.107509853602,55923.997578125
2023-12-13,31920.813538147522,56074.50140625
2023-12-14,32073.753220016893,56225.253582589285
2023-12-15,32217.188309403155,56369.98027901786
2023-12-16,32362.687623170044,56516.79525669643
2023-12-17,32500.151710304053,56658.16430803572
2023-12-18,32634.351228181305,56806.36469866071
2023-12-19,32769.24547789978,56952.59709821428
2023-12-20,32928.892120636265,57105.677165178575
2023-12-21,33091.670748873876,57260.148113839285
2023-12-22,33254.9960057714,57414.69630580357
2023-12-23,33415.08588471284,57567.750390625
2023-12-24,33570.07418355856,57715.89309151786
2023-12-25,33730.73326646959,57866.845011160716
2023-12-26,33881.78881615991,58010.125636160716
2023-12-27,34036.76773648649,58155.885401785716
2023-12-28,34187.41819749437,58291.646930803574
2023-12-29,34333.39769847973,58418.445948660716
2023-12-30,34480.46684966216,58539.47796875
2023-12-31,34634.54372536599,58661.67447544643
2024-01-01,34799.71479096284,58793.08989955357
2024-01-02,34968.45032728041,58929.069609375
2024-01-03,35115.37376829955,59055.694720982145
2024-01-04,35273.67312429617,59187.65545758929
2024-01-05,35432.18132390203,59310.43339285714
2024-01-06,35589.43364653716,59431.64236607143
2024-01-07,35744.28784839527,59552.91483258929
2024-01-08,35922.30034135698,59690.26381696429
2024-01-09,36093.541086007885,59824.56816964286
2024-01-10,36274.26310881194,59958.91055803571
2024-01-11,36452.5425464527,60092.25803571429
2024-01-12,36599.15315315315,60205.254832589286
2024-01-13,36748.57258234797,60318.46222098215
2024-01-14,36888.19230363176,60421.44338169643
2024-01-15,37034.99157164978,60533.853839285715
2024-01-16,37186.36299971847,60648.22905133929
2024-01-17,37327.99458051802,60756.90838169643
2024-01-18,37457.27690385698,60858.56659598214
2024-01-19,37589.26330236487,60962.389933035716
2024-01-20,37712.523085585584,61067.15415178571
2024-01-21,37838.78434684685,61173.383404017855
2024-01-22,37947.58965019707,61269.082020089285
2024-01-23,38056.113580377256,61363.83207589286
2024-01-24,38170.17810388513,61461.76165178572
2024-01-25,38278.170995213964,61565.27462053571
2024-01-26,38402.928033502256,61680.507120535716
2024-01-27,38530.72050957207,61796.21671875
2024-01-28,38660.91795115428,61911.91609375
2024-01-29,38804.1362084741,62034.65977678572
2024-01-30,38948.99466849662,62153.127232142855
2024-01-31,39091.56950309685,62257.554453125
2024-02-01,39237.63615568694,62368.71044642857
2024-02-02,39384.70059121621,62475.111919642855
2024-02-03,39527.33660613739,62579.974620535715
2024-02-04,39654.04034698761,62684.29427455357
2024-02-05,39782.35494087838,62786.17724330357
2024-02-06,39915.294851492115,62892.7390625
2024-02-07,40055.82112190315,63007.76408482143
2024-02-08,40196.5293848536,63129.78736607143
2024-02-09,40351.743683136265,63266.63920758929
2024-02-10,40511.900267454956,63407.187220982145
2024-02-11,40648.906425957204,63548.516964285714
2024-02-12,40793.56133868243,63699.57611607143
2024-02-13,40930.85522240991,63851.548046875
2024-02-14,41090.0448338964,64012.57744419643
2024-02-15,41252.46604025901,64175.223660714284
2024-02-16,41415.264498873876,64345.49522321428
2024-02-17,41569.539414414416,64512.97891741071
2024-02-18,41728.2798071509,64682.619107142855
2024-02-19,41882.43623310811,64850.32988839286
2024-02-20,42034.21660332207,65022.13049107143
2024-02-21,42186.47730152027,65194.25106026786
2024-02-22,42335.78044059685,65371.06220982143
2024-02-23,42476.76921452703,65545.60338169643
2024-02-24,42625.61377393018,65722.39590401786
2024-02-25,42776.026991835584,65891.36327008929
2024-02-26,42947.90843186937,66064.64823660714
2024-02-27,43140.97233952703,66249.44421875
2024-02-28,43373.5098536036,66467.32323660715
2024-02-29,43588.68475506757,66673.86948660715
2024-03-01,43816.63594453829,66873.96493303572
2024-03-02,44041.63890061937,67074.33046875
2024-03-03,44281.86426661036,67275.06587053572
2024-03-04,44577.29465793919,67506.85545758929
2024-03-05,44810.81373170045,67710.4290736607
2024-03-06,45080.651886261265,67932.13974330357
2024-03-07,45353.88432573198,68152.66266741071
2024-03-08,45639.59955658784,68385.84443080357
2024-03-09,45919.89087134009,68620.15400669642
2024-03-10,46204.06052927928,68854.58520089286
2024-03-11,46531.17849099099,69111.63672991071
2024-03-12,46837.92578125,69364.28334821429
2024-03-13,47160.39315878379,69619.91225446429
2024-03-14,47463.78336148649,69867.70100446428
2024-03-15,47748.53093327703,70101.55979910714
2024-03-16,47999.30567286036,70312.44026785715
2024-03-17,48279.81429476351,70542.10493303572
2024-03-18,48547.53959037162,70769.29563616072
2024-03-19,48764.24482685811,70962.12239955357
2024-03-20,49036.325239301805,71189.18347098214
2024-03-21,49277.790470157655,71403.16775669644
2024-03-22,49496.73127815315,71608.041484375
2024-03-23,49713.70256193694,71814.40953125
2024-03-24,49941.21674408784,72036.70165178571
2024-03-25,50174.35335726351,72267.02069196428
2024-03-26,50410.76228181306,72494.17941964285
2024-03-27,50646.46209881757,72718.84393973215
2024-03-28,50885.906707488735,72949.39186383928
2024-03-29,51121.64403856982,73174.57545758928
2024-03-30,51354.667511261265,73399.300078125
2024-03-31,51625.74693834459,73633.69032366072
2024-04-01,51880.26879222973,73863.73091517857
2024-04-02,52083.47807573198,74064.01331473215
2024-04-03,52290.2964527027,74276.34550223214
2024-04-04,52529.74767736487,74506.41896205358
2024-04-05,52760.35599662162,74738.19456473214
2024-04-06,53008.38703547297,74972.92947544644
2024-04-07,53249.27906813063,75211.621875
2024-04-08,53513.79106841216,75463.65627232143
2024-04-09,53743.40156953829,75696.97866071429
2024-04-10,53984.11085304054,75937.92255580357
2024-04-11,54218.91001548423,76169.84725446429
2024-04-12,54430.22825168919,76386.165
2024-04-13,54617.663886542796,76583.72491071429
2024-04-14,54816.993489583336,76792.124453125
2024-04-15,55005.334107545044,76994.03669642858
2024-04-16,55188.83868243243,77194.78713169643
2024-04-17,55356.8462134009,77379.18931919643
2024-04-18,55549.75929054054,77577.27527901786
2024-04-19,55745.1346776464,77773.32776785715
2024-04-20,55949.90273085586,77979.5553013393
2024-04-21,56136.92356418919,78187.96482142857
2024-04-22,56334.03807713964,78411.64142857143
2024-04-23,56546.28220016892,78633.06141741072
2024-04-24,56727.33604307433,78842.519375
2024-04-25,56910.39023789414,79056.69604910714
2024-04-26,57088.463436092345,79267.84079241072
2024-04-27,57263.923282657655,79477.18400669642
2024-04-28,57409.35325168919,79683.94167410715
2024-04-29,57568.825239301805,79893.36126116071
2024-04-30,57695.03315033784,80085.36243303571
2024-05-01,57802.10905827703,80261.67791294643
2024-05-02,57948.68802787162,80446.19919642857
2024-05-03,58129.29571368243,80651.91180803571
2024-05-04,58328.35159769144,80861.97973214286
2024-05-05,58522.21794059685,81074.99291294643
2024-05-06,58702.46121903153,81282.48246651786
2024-05-07,58878.967201576575,81483.10583705358
2024-05-08,59058.47965934685,81682.26654017858
2024-05-09,59251.5567286036,81891.25941964285
2024-05-10,59423.87376829955,82085.96505580356
2024-05-11,59597.27850506757,82279.82424107143
2024-05-12,59794.94541807433,82470.468515625
2024-05-13,60002.65621480856,82671.35745535714
2024-05-14,60196.13112331081,82864.78853794643
2024-05-15,60433.3715160473,83087.91901785714
2024-05-16,60644.314857826575,83307.41392857143
2024-05-17,60868.925851632885,83534.85555803572
2024-05-18,61093.29712134009,83762.65941964286
2024-05-19,61300.41532939189,83986.42685267857
2024-05-20,61557.13231981982,84247.50169642858
2024-05-21,61805.365885416664,84492.63168526786
2024-05-22,62040.019601632885,84737.06790178572
2024-05-23,62262.935846002256,84973.76130580358
2024-05-24,62492.97054476351,85214.02260044643
2024-05-25,62733.35219594595,85462.10662946428
2024-05-26,62966.31999577703,85705.4090625
2024-05-27,63203.34596706081,85953.93508928572
2024-05-28,63419.36394988739,86196.09217633928
2024-05-29,63620.053385416664,86438.68313616072
2024-05-30,63811.204673423425,86683.18940848214
2024-05-31,63988.86356278153,86918.41198660714
2024-06-01,64163.75563063063,87153.81919642857
2024-06-02,64324.056341497744,87390.47856026786
2024-06-03,64495.789132882885,87630.21428571429
2024-06-04,64664.627604166664,87871.58729910714
2024-06-05,64837.09846565315,88106.19029017857
2024-06-06,65004.63865427928,88339.58962053571
2024-06-07,65163.914238457204,88560.43029017857
2024-06-08,65318.71808136261,88781.89930803572
2024-06-09,65479.69869087838,89005.71491071429
2024-06-10,65634.90054898648,89229.95005580357
2024-06-11,65774.47578828828,89439.34358258928
2024-06-12,65927.05430039414,89657.37181919643
2024-06-13,66071.41870777027,89864.863515625
2024-06-14,66201.50872747747,90067.91404017857
2024-06-15,66331.7588330518,90271.34787946429
2024-06-16,66440.9177927928,90477.16660714286
2024-06-17,66525.64685388513,90679.07436383929
2024-06-18,66549.39421452703,90875.43530133928
2024-06-19,66583.2853322072,91072.27033482143
2024-06-20,66604.79905686936,91271.809296875
2024-06-21,66623.41483671172,91464.68891741072
2024-06-22,66633.19147663288,91658.74627232143
2024-06-23,66586.79852899775,91847.37234375
2024-06-24,66555.05271677928,92018.017734375
2024-06-25,66516.29448198198,92196.21024553571
2024-06-26,66461.21153575451,92370.03670758929
2024-06-27,66400.89358108108,92542.20100446428
2024-06-28,66327.21118384009,92713.54996651785
2024-06-29,66253.94622747747,92888.35895089286
2024-06-30,66168.85061233108,93073.6684375
2024-07-01,66091.10909346846,93260.560390625
2024-07-02,65991.51914414414,93444.40297991071
2024-07-03,65890.41399211712,93617.31725446429
2024-07-04,65778.46741272522,93772.66404017857
2024-07-05,65700.5147804054,93925.54193080358
2024-07-06,65609.64013231982,94088.58042410715
2024-07-07,65504.23937218468,94235.80654017857
2024-07-08,65457.32337415541,94393.11043526785
2024-07-09,65368.09413710586,94557.57806919643
2024-07-10,65298.284276463964,94719.79248883929
2024-07-11,65240.32168496621,94880.55948660715
2024-07-12,65184.80152027027,95043.87502232143
2024-07-13,65112.70945945946,95214.58950892858
2024-07-14,65030.08766188063,95394.66084821429
2024-07-15,64983.98240427928,95598.31822544643
2024-07-16,64944.71938344595,95800.72631696428
2024-07-17,64885.02424690315,96000.536796875
2024-07-18,64831.70206925676,96199.367578125
2024-07-19,64805.25929054054,96414.43080357143
2024-07-20,64767.69172297297,96632.26806919643
2024-07-21,64753.74915540541,96855.76902901786
2024-07-22,64773.01291525901,97075.224296875
2024-07-23,64772.53417088964,97281.86532366072
2024-07-24,64744.275513795044,97486.49754464286
2024-07-25,64725.71322494369,97694.19831473214
2024-07-26,64716.84793778153,97914.28030133928
2024-07-27,64702.89101210586,98133.69385044643
2024-07-28,64672.48117257883,98356.39643973214
2024-07-29,64651.58836570946,98570.17627232143
2024-07-30,64612.06703969595,98781.78008928572
2024-07-31,64563.04578406532,98987.02277901786
2024-08-01,64546.483917511265,99208.12534598215
2024-08-02,64524.80458192567,99410.21397321428
2024-08-03,64479.23131334459,99607.83619419642
2024-08-04,64431.40037302928,99790.2784375
2024-08-05,64342.9282446509,99949.52024553572
2024-08-06,64295.6996410473,100120.96401785714
2024-08-07,64219.255560247744,100284.36870535715
2024-08-08,64200.03543778153,100487.49878348214
2024-08-09,64162.96941863739,100686.541328125
2024-08-10,64127.106067004504,100886.18332589285
2024-08-11,64053.9691722973,101072.63927455357
2024-08-12,63990.430813626124,101262.62993303571
2024-08-13,63957.39178631757,101450.52806919643
2024-08-14,63905.64009712838,101630.185234375
2024-08-15,63849.82728040541,101810.920234375
2024-08-16,63809.061197916664,102000.02526785714
2024-08-17,63776.320136542796,102192.08340401786
2024-08-18,63728.057467623876,102377.87996651785
2024-08-19,63717.75654560811,102570.34303571428
2024-08-20,63724.59241272522,102760.24481026786
2024-08-21,63743.076717342345,102962.65598214285
2024-08-22,63720.482826576575,103157.75151785715
2024-08-23,63722.31059966216,103375.97266741071
2024-08-24,63723.6426661036,103594.73446428572
2024-08-25,63734.197564752256,103814.74198660714
2024-08-26,63739.11507601351,104030.27344866071
2024-08-27,63723.94562922297,104222.67795758929
2024-08-28,63687.70836852478,104410.10253348215
2024-08-29,63675.054335585584,104597.80828125
2024-08-30,63659.97114301802,104783.58418526786
2024-08-31,63637.64234938063,104968.73628348214
2024-09-01,63587.40846706081,105144.68657366071
2024-09-02,63565.423704954956,105329.59056919643
2024-09-03,63485.81587837838,105502.27574776785
2024-09-04,63420.410085867115,105678.501640625
2024-09-05,63322.2894847973,105847.603671875
2024-09-06,63205.24398226351,106003.99901785715
2024-09-07,63095.88650760135,106161.48642857143
2024-09-08,62946.27723817567,106324.82780133928
2024-09-09,62828.10610219595,106500.37668526785
2024-09-10,62724.740111204956,106679.98503348214
2024-09-11,62629.36722269144,106857.07334821428
2024-09-12,62535.6817286036,107034.81886160714
2024-09-13,62457.35159769144,107227.15931919643
2024-09-14,62380.65815033784,107415.94334821429
2024-09-15,62288.66068412162,107594.22383928571
2024-09-16,62197.636261261265,107769.43368303572
2024-09-17,62132.14477759009,107957.311171875
2024-09-18,62071.64646677928,108150.74137276785
2024-09-19,62030.64685388513,108353.73877232143
2024-09-20,61989.980539132885,108555.14665178572
2024-09-21,61950.73043355856,108757.5809375
2024-09-22,61904.27934966216,108961.65877232143
2024-09-23,61839.07245917793,109165.92233258928
2024-09-24,61777.98370636261,109376.84204241072
2024-09-25,61709.38893581081,109584.09818080357
2024-09-26,61671.89734656532,109803.66515625
2024-09-27,61640.22969453829,110026.11252232143
2024-09-28,61606.35272381757,110249.11790178572
2024-09-29,61571.42500703829,110468.97877232142
2024-09-30,61535.366166948195,110667.89324776786
2024-10-01,61468.66184543919,110853.1575892857
2024-10-02,61413.49415822072,111037.75440848214
2024-10-03,61366.18162302928,111220.8378125
2024-10-04,61329.03276323198,111405.89225446428
2024-10-05,61288.049901463964,111589.729609375
2024-10-06,61254.974732545044,111777.30136160714
2024-10-07,61228.81179617117,111943.87522321429
2024-10-08,61203.33136261261,112105.19203125
2024-10-09,61165.07411317567,112254.21649553571
2024-10-10,61130.64439048423,112403.46136160714
2024-10-11,61114.36071227478,112566.52015625
2024-10-12,61114.47086148649,112732.82558035714
2024-10-13,61137.659698761265,112894.61354910715
2024-10-14,61175.871269707204,113074.86361607142
2024-10-15,61231.99588260135,113259.8540625
2024-10-16,61286.121269707204,113443.71386160715
2024-10-17,61349.90234375,113629.20868303571
2024-10-18,61417.752885698195,113821.70276785715
2024-10-19,61468.96406953829,114011.87727678572
2024-10-20,61524.36697635135,114205.89069196429
2024-10-21,61572.46459740991,114390.63629464286
2024-10-22,61637.2167088964,114573.02397321428
2024-10-23,61722.39231418919,114748.89207589286
2024-10-24,61825.984023085584,114928.70881696428
2024-10-25,61901.109023085584,115096.29993303571
2024-10-26,62001.69988738739,115267.02361607143
2024-10-27,62102.81879926802,115443.45091517858
2024-10-28,62210.01277449324,115634.33892857142
2024-10-29,62344.949676238735,115846.81236607143
2024-10-30,62480.03638795045,116043.72069196429
2024-10-31,62590.98884431306,116238.35165178572
2024-11-01,62683.33583192567,116426.27042410715
2024-11-02,62759.92574605856,116613.14796875
2024-11-03,62794.79930320946,116792.31694196428
2024-11-04,62819.25299127252,116965.65723214285
2024-11-05,62866.46713119369,117157.34723214286
2024-11-06,62971.55732685811,117375.67145089286
2024-11-07,63054.3924901464,117596.32995535714
2024-11-08,63138.913464245496,117818.18821428572
2024-11-09,63216.610254786036,118040.94292410715
2024-11-10,63332.72680884009,118286.62901785714
2024-11-11,63537.89629082207,118580.61368303571
2024-11-12,63741.352864583336,118867.04069196428
2024-11-13,63964.83878800676,119168.33024553572
2024-11-14,64139.05831221847,119451.40272321428
2024-11-15,64348.541842623876,119750.70133928572
2024-11-16,64549.466251407655,120042.59930803571
2024-11-17,64756.907129786036,120327.55622767858
2024-11-18,64976.201048704956,120605.05647321428
2024-11-19,65225.97167088964,120880.84584821429
2024-11-20,65487.07069960586,121169.94897321428
2024-11-21,65821.2117820946,121485.44647321428
2024-11-22,66166.41511824324,121798.76683035714
2024-11-23,66523.71516047297,122107.63138392857
2024-11-24,66920.31302787163,122417.54064732142
2024-11-25,67254.25879786036,122713.87473214285
2024-11-26,67587.21248592342,123002.64671875
2024-11-27,67895.79261683559,123305.91408482143
2024-11-28,68209.05708051802,123606.64834821428
2024-11-29,68538.02744932432,123923.97272321429
2024-11-30,68877.93348817568,124233.73808035714
2024-12-01,69219.60261824324,124553.25308035714
2024-12-02,69537.22188203828,124857.49174107143
2024-12-03,69872.94165259009,125164.52966517858
2024-12-04,70244.18880208333,125479.47984375
2024-12-05,70583.82362049549,125780.76223214286
2024-12-06,70948.16360501126,126100.32113839286
2024-12-07,71321.49127252253,126421.37138392858
2024-12-08,71697.55039414414,126754.05651785714
2024-12-09,72043.67585163288,127061.59696428571
2024-12-10,72363.49781813064,127371.05426339286
2024-12-11,72730.98536036036,127700.94098214286
2024-12-12,73054.84702280405,128029.02752232143
2024-12-13,73390.70527167793,128368.22669642857
2024-12-14,73724.39379222973,128706.60421875
2024-12-15,74097.52924408784,129061.08140625
2024-12-16,74516.6786669482,129414.58075892857
2024-12-17,74941.11989724099,129764.19580357143
2024-12-18,75307.36637809685,130091.01502232143
2024-12-19,75653.05535613738,130395.64948660714
2024-12-20,76002.47906109234,130701.8965625
2024-12-21,76361.93165822072,131006.09959821429
2024-12-22,76686.18802787163,131298.45296875
2024-12-23,77021.82062922297,131571.11433035714
2024-12-24,77388.52832911036,131871.3221205357
2024-12-25,77777.1653293919,132172.3016517857
2024-12-26,78154.16318271396,132454.74125
2024-12-27,78514.75031672297,132747.95091517858
2024-12-28,78878.01485078828,133046.93118303572
2024-12-29,79206.93999859234,133342.55379464285
2024-12-30,79522.2057643581,133629.01803571428
2024-12-31,79847.30514498874,133916.29950892858
2025-01-01,80174.26682150901,134211.5972544643
2025-01-02,80501.43415681306,134529.45334821427
2025-01-03,80844.6981981982,134852.24776785713
2025-01-04,81196.53054617117,135175.50857142857
2025-01-05,81557.99408783784,135499.90386160713
2025-01-06,81934.29631193694,135857.45082589285
2025-01-07,82252.07129786036,136183.60598214285
2025-01-08,82541.28811233108,136497.69997767857
2025-01-09,82805.17155827703,136797.98700892858
2025-01-10,83087.21311936936,137100.18462053573
2025-01-11,83365.75260416667,137399.87912946427
2025-01-12,83646.46104307432,137699.60966517858
2025-01-13,83918.6642384572,137992.34267857144
2025-01-14,84219.48317849099,138298.52232142858
2025-01-15,84537.71266188064,138629.50453125
2025-01-16,84843.71484375,138953.39671875
2025-01-17,85191.23187640766,139303.5463169643
2025-01-18,85540.53607122747,139654.49386160713
2025-01-19,85880.71723676802,139988.81401785713
2025-01-20,86251.70513091216,140328.00256696428
2025-01-21,86661.73648648648,140688.35453125
2025-01-22,87048.16592764639,141027.41080357143
2025-01-23,87425.57759712837,141362.60283482142
2025-01-24,87810.5283643018,141692.15875
2025-01-25,88187.96706081081,142017.54944196428
2025-01-26,88552.34399634009,142328.34133928572
2025-01-27,88912.30542652027,142626.22399553572
2025-01-28,89279.42592201577,142921.02419642857
2025-01-29,89670.67557010135,143217.46142857143
2025-01-30,90051.66849662163,143519.15714285715
2025-01-31,90404.92975788288,143806.2704017857
2025-02-01,90745.51112049549,144086.22988839285
2025-02-02,91030.5818552928,144346.60948660714
2025-02-03,91340.1702561937,144630.1882142857
2025-02-04,91612.77477477478,144890.68504464286
2025-02-05,91875.97846283784,145146.54941964286
2025-02-06,92129.80285754504,145405.33984375
2025-02-07,92383.55377252253,145667.03776785714
2025-02-08,92631.12809684685,145923.6740625
2025-02-09,92893.58072916667,146179.48466517858
2025-02-10,93164.53702139639,146424.71410714285
2025-02-11,93428.63823198198,146645.64015625
2025-02-12,93696.4292652027,146847.81770089286
2025-02-13,93966.53244650901,147050.24904017858
2025-02-14,94241.25563063064,147250.63953125
2025-02-15,94508.38224943694,147453.78526785714
2025-02-16,94745.02435247747,147642.40046875
2025-02-17,94952.7080518018,147799.21743303572
2025-02-18,95161.7171311937,147980.57941964286
2025-02-19,95399.73894988738,148155.02973214287
2025-02-20,95659.66209177928,148334.50660714286
2025-02-21,95901.43032094595,148493.50919642858
2025-02-22,96152.21086711712,148653.95991071427
2025-02-23,96408.62901182432,148809.6978125
2025-02-24,96607.35522240991,148919.95075892858
2025-02-25,96725.34705799549,149018.5500892857
2025-02-26,96801.40259009009,149082.91308035713
2025-02-27,96874.90484234234,149158.95669642856
2025-02-28,96943.32052364865,149244.49517857144
2025-03-01,96993.39013231982,149362.876875
2025-03-02,97043.36190878379,149510.6353125
2025-03-03,97026.33361486487,149616.4471875
2025-03-04,96996.0456081081,149761.07245535715
2025-03-05,97026.43419200451,149890.84325892857
2025-03-06,97016.48571227478,150030.67375
2025-03-07,96982.10909346846,150161.89609375
2025-03-08,96948.85451858108,150288.13832589285
2025-03-09,96859.29054054055,150364.52042410715
2025-03-10,96734.86000844595,150413.51006696429
2025-03-11,96631.46107826577,150487.07792410714
2025-03-12,96498.2865990991,150568.60372767856
2025-03-13,96336.74641047297,150627.58515625
2025-03-14,96212.34839527027,150708.02100446427
2025-03-15,96089.18883727478,150792.00845982143
2025-03-16,95994.39055461712,150856.27154017857
2025-03-17,95923.13260135135,150938.40604910714
2025-03-18,95803.81700450451,151037.10049107144
2025-03-19,95724.55356137388,151156.37714285715
2025-03-20,95604.78483952703,151245.8534375
2025-03-21,95493.02076295044,151338.456875
2025-03-22,95371.87387387388,151423.80758928572
2025-03-23,95283.48711993243,151519.18941964285
2025-03-24,95206.88126407658,151609.8611607143
2025-03-25,95105.10803772522,151714.619375
2025-03-26,95017.78652871621,151807.83651785715
2025-03-27,94902.97923704956,151905.64504464285
2025-03-28,94762.70727759009,152003.6866517857
2025-03-29,94594.79349662163,152110.97872767856
2025-03-30,94458.77371903154,152205.81185267857
2025-03-31,94331.5078125,152315.08444196428
2025-04-01,94187.32889921172,152437.12620535714
2025-04-02,94029.15512387388,152558.32060267858
2025-04-03,93863.78188344595,152670.26388392856
2025-04-04,93705.86148648648,152784.5509375
2025-04-05,93518.52906813064,152890.32439732144
2025-04-06,93267.94137105856,152966.25491071428
2025-04-07,93025.55159065315,153037.09866071428
2025-04-08,92811.4111768018,153093.46825892857
2025-04-09,92677.02378941441,153198.02285714285
2025-04-10,92513.69235641892,153284.56247767858
2025-04-11,92389.18883727478,153396.84542410713
2025-04-12,92300.73993524775,153521.8052455357
2025-04-13,92201.62943412163,153639.35808035714
2025-04-14,92074.29877533784,153757.65104910714
2025-04-15,91933.48613457207,153889.26325892858
2025-04-16,91827.52533783784,154036.57671875
2025-04-17,91744.01984797297,154183.8470982143
2025-04-18,91647.50520833333,154307.05263392857
2025-04-19,91571.22761824324,154428.03515625
2025-04-20,91503.94017454956,154548.85328125
2025-04-21,91450.69425675676,154688.03589285715
2025-04-22,91441.88464245496,154865.79060267858
2025-04-23,91413.16603322072,155051.56870535715
2025-04-24,91375.6558277027,155228.1049107143
2025-04-25,91343.98261542793,155421.97761160714
2025-04-26,91310.93728885135,155615.42457589286
2025-04-27,91235.953125,155800.03285714285
2025-04-28,91218.44003378379,155983.33171875
2025-04-29,91211.60458896396,156170.37171875
2025-04-30,91227.12957488738,156330.02783482143
2025-05-01,91243.26365427928,156508.6607142857
2025-05-02,91264.37605574324,156679.2789732143
