date,value
2025-09-02,2.1779
2025-09-03,2.1987
2025-09-04,2.162
2025-09-05,2.1488
2025-09-06,2.1288
2025-09-07,2.1654
2025-09-08,2.1917
2025-09-09,2.1656
2025-09-10,2.252
2025-09-11,2.3032
2025-09-12,2.3252
2025-09-13,2.3147
2025-09-14,2.2907
2025-09-15,2.2872
2025-09-16,2.333
2025-09-17,2.3197
2025-09-18,2.3319
2025-09-19,2.2746
2025-09-20,2.2765
2025-09-21,2.2575
2025-09-22,2.1608
2025-09-23,2.1321
2025-09-24,2.1743
2025-09-25,2.0197
2025-09-26,2.0349
2025-09-27,2.0318
2025-09-28,2.1208
2025-09-29,2.1956
2025-09-30,2.1772
2025-10-01,2.3274
2025-10-02,2.3992
2025-10-03,2.4562
2025-10-04,2.4526
2025-10-05,2.4893
2025-10-06,2.5301
2025-10-07,2.4033
2025-10-08,2.462
2025-10-09,2.392
2025-10-10,2.109
2025-10-11,2.0065
2025-10-12,2.1543
2025-10-13,2.1577
2025-10-14,2.0801
2025-10-15,1.9843
2025-10-16,1.8867
2025-10-17,1.8302
2025-10-18,1.8467
2025-10-19,1.9002
2025-10-20,1.9666
2025-10-21,1.8952
2025-10-22,1.8537
2025-10-23,1.9354
2025-10-24,1.967
2025-10-25,1.9854
2025-10-26,2.0857
2025-10-27,2.0653
2025-10-28,2.0571
2025-10-29,1.9472
2025-10-30,1.885
2025-10-31,1.8851
2025-11-01,1.929
2025-11-02,1.941
2025-11-03,1.962
2025-11-04,1.8138
2025-11-05,1.6245
2025-11-06,1.7177
2025-11-07,1.6266
2025-11-08,1.6931
2025-11-09,1.6571
2025-11-10,1.7319
2025-11-11,1.7865
2025-11-12,1.6707
2025-11-13,1.6183
2025-11-14,1.5795
2025-11-15,1.3649
2025-11-16,1.4096
2025-11-17,1.3629
2025-11-18,1.2901
2025-11-19,1.312
2025-11-20,1.2682
2025-11-21,1.0929
2025-11-22,1.0484
2025-11-23,1.0282
2025-11-24,1.0922
2025-11-25,1.1375
2025-11-26,1.1082
2025-11-27,1.2078
2025-11-28,1.2398
2025-11-29,1.2271
2025-11-30,1.2229
2025-12-01,1.2099
2025-12-02,1.0664
2025-12-03,1.2403
2025-12-04,1.3189
2025-12-05,1.2667
2025-12-06,1.1704
2025-12-07,1.1983
2025-12-08,1.2149
2025-12-09,1.2886
2025-12-10,1.2593
2025-12-11,1.2593
2025-12-12,1.2755
2025-12-13,1.1994
2025-12-14,1.1972
2025-12-15,1.1256
2025-12-16,1.0643
2025-12-17,1.1101
2025-12-18,1.0541
2025-12-19,1.032
2025-12-20,1.1338
2025-12-21,1.1338
2025-12-22,1.1366
2025-12-23,1.1362
2025-12-24,1.0986
2025-12-25,1.1074
2025-12-26,1.0938
2025-12-27,1.0964
2025-12-28,1.114
2025-12-29,1.1155
2025-12-30,1.0911
2025-12-31,1.1366
2026-01-01,1.1064
2026-01-02,1.1839
2026-01-03,1.1839
2026-01-04,1.208
2026-01-05,1.2346
2026-01-06,1.3209
2026-01-07,1.3062
2026-01-08,1.2194
2026-01-09,1.2194
2026-01-10,1.2042
2026-01-11,1.1986
2026-01-12,1.2134
2026-01-13,1.3542
2026-01-14,1.3539
2026-01-15,1.4164
2026-01-16,1.3682
2026-01-17,1.361
2026-01-18,1.3268
2026-01-19,1.3268
2026-01-20,1.2589
2026-01-21,1.1133
2026-01-22,1.1513
2026-01-23,1.1562
2026-01-24,1.1644
2026-01-25,1.157
2026-01-26,1.0594
2026-01-27,1.1278
2026-01-28,1.1577
2026-01-29,1.154
2026-01-30,0.9977
2026-01-31,0.9841
2026-02-01,0.7979
2026-02-02,0.7506
2026-02-03,0.8051
2026-02-04,0.701
2026-02-05,0.6168
2026-02-06,0.3219
2026-02-07,0.5424
2026-02-08,0.4977
2026-02-09,0.5342
2026-02-10,0.5333
2026-02-11,0.4844
2026-02-12,0.4282
2026-02-13,0.4036
2026-02-14,0.4931
2026-02-15,0.5243
2026-02-16,0.4824
2026-02-17,0.496
2026-02-18,0.4144
2026-02-19,0.4144
2026-02-20,0.4319
2026-02-21,0.4685
2026-02-22,0.4713
2026-02-23,0.4567
2026-02-24,0.355
2026-02-25,0.3376
2026-02-26,0.4713
2026-02-27,0.4549
2026-02-28,0.4022
2026-03-01,0.4348
2026-03-02,0.397
2026-03-03,0.502
2026-03-04,0.4894
2026-03-05,0.622
2026-03-06,0.5745
2026-03-07,0.4828
2026-03-08,0.4517
2026-03-09,0.4104
2026-03-10,0.4901
2026-03-11,0.5398
2026-03-12,0.5522
2026-03-13,0.565
2026-03-14,0.5778
2026-03-15,0.5858
2026-03-16,0.6395
2026-03-17,0.701
2026-03-18,0.6768
2026-03-19,0.5914
2026-03-20,0.5446
2026-03-21,0.5639
2026-03-22,0.5523
2026-03-23,0.4794
2026-03-24,0.5774
2026-03-25,0.5672
2026-03-26,0.59
2026-03-27,0.5086
2026-03-28,0.4216
2026-03-29,0.4311
2026-03-30,0.4131
2026-03-31,0.4423
2026-04-01,0.4924
2026-04-02,0.4892
2026-04-03,0.4481
2026-04-04,0.4504
2026-04-05,0.4622
2026-04-06,0.5184
2026-04-07,0.5154
2026-04-08,0.6184
2026-04-09,0.5899
2026-04-10,0.6122
2026-04-11,0.6474
2026-04-12,0.6538
2026-04-13,0.5766
2026-04-14,0.7036
2026-04-15,0.6901
2026-04-16,0.708
2026-04-17,0.7214
2026-04-18,0.7881
2026-04-19,0.7408
2026-04-20,0.6825
2026-04-21,0.7456
2026-04-22,0.762
2026-04-23,0.824
2026-04-24,0.8254
2026-04-25,0.8009
2026-04-26,0.8072
2026-04-27,0.8327
2026-04-28,0.7952
2026-04-29,0.7624
2026-04-30,0.7476
2026-05-01,0.7634
2026-05-02,0.8227
2026-05-03,0.8432
2026-05-04,0.8362
2026-05-05,0.8753
2026-05-06,0.9117
2026-05-07,0.925
2026-05-08,0.8836
2026-05-09,0.8857
2026-05-10,0.9025
2026-05-11,0.9575
2026-05-12,0.9338
2026-05-13,0.8938
2026-05-14,0.8539
2026-05-15,0.9132
2026-05-16,0.8479
2026-05-17,0.8177
2026-05-18,0.8019
2026-05-19,0.7759
2026-05-20,0.7722
2026-05-21,0.7931
2026-05-22,0.7997
2026-05-23,0.728
2026-05-24,0.7682
2026-05-25,0.7806
2026-05-26,0.7886
2026-05-27,0.742
2026-05-28,0.6893
2026-05-29,0.6645
2026-05-30,0.6631
2026-05-31,0.6766
2026-06-01,0.6694
2026-06-02,0.597
2026-06-03,NaN
2026-06-04,0.3659
2026-06-05,0.3399
2026-06-06,0.2498
2026-06-07,0.2576
2026-06-08,0.3375
2026-06-09,0.3335
2026-06-10,0.2905
2026-06-11,0.2808
2026-06-12,0.3512
2026-06-13,0.351
2026-06-14,0.3786
2026-06-15,0.4178
2026-06-16,0.444
2026-06-17,0.4234
2026-06-18,0.3826
2026-06-19,0.333
2026-06-20,0.3536
2026-06-21,0.3782
2026-06-22,0.344
2026-06-23,0.3673
2026-06-24,0.3257
2026-06-25,0.2678
2026-06-26,0.232
2026-06-27,0.2406
2026-06-28,0.2399
2026-06-29,0.2284
2026-06-30,0.2511
2026-07-01,0.1987
2026-07-02,0.2467
2026-07-03,0.2976
2026-07-04,0.3315
2026-07-05,0.35
2026-07-06,0.3657
2026-07-07,0.3801
2026-07-08,0.3569
2026-07-09,0.3199
2026-07-10,0.3538
2026-07-11,0.3854
