mvrv_z,mvrv_date,nupl,nupl_date,puell,puell_date,pi_ratio,pi_sma111,pi_sma350x2,pi_date,alt_season_score,alt_season_regime,alt_season_label,btc_return_90d_pct
0.373,2026-07-13,0.1579,2026-07-13,0.7187,2026-07-13,0.4013304113647354,70306.51034628379,175183.61020089284,2026-07-14,33.3,transition,🔵 전환 구간,-13.29
