Date,Close,High,Low,Open,Volume,ma20,ma50,ma200,momentum20,rsi14,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_pct,obv,state,signal
2021-06-25,276.9289855957031,278.5448269285521,275.092372345235,275.7016306214914,11733500,,,,,,,,,,,,,11733500,bear,hold
2021-06-28,277.5029602050781,278.377101803908,274.9334851077778,276.9555169029256,2635400,,,,,,,,,,,,,14368900,bear,hold
2021-06-29,280.9995422363281,282.8184788525167,278.6331623400221,278.83625743759274,3150100,,,,,,,,,,,,,17519000,bear,hold
2021-06-30,281.5734558105469,282.80962220472315,280.5138692175921,280.73461417892383,3061500,,,,,,,,,,,,,20580500,bear,hold
2021-07-01,283.9134521484375,284.0458937850002,281.2291848796291,282.4741901561512,2578000,,,,,,,,,,,,,23158500,bear,hold
2021-07-02,284.93768310546875,285.30851964974204,283.7456546060487,284.7875646351776,2201600,,,,,,,,,,,,,25360100,bear,hold
2021-07-06,281.9001770019531,285.93537474448453,279.72802700412035,285.05239482724124,3109500,,,,,,,,,,,,,22250600,bear,hold
2021-07-07,285.6263122558594,286.4563154144215,281.008318252064,281.2202247788783,2939900,,,,,,,,,,,,,25190500,bear,hold
2021-07-08,281.2644958496094,282.84501086793466,277.96213186691733,281.73247423681664,3663000,,,,,,,,,,,,,21527500,bear,hold
2021-07-09,284.39898681640625,285.4762233497594,282.7124920090678,283.0303787785594,2587400,,,,,,,,,,,,,24114900,bear,hold
2021-07-12,284.0899353027344,286.0854784356606,283.02153720295325,283.49835387867336,2521800,,,,,,,,,,,,,21593100,bear,hold
2021-07-13,279.94873046875,285.4585426588348,279.7544738379072,284.7080044511965,3213800,,,,,,,,,,,,,18379300,bear,hold
2021-07-14,281.8648376464844,282.6065375102078,280.79643953942644,281.4498360260955,3381600,,,,,,,,,,,,,21760900,bear,hold
2021-07-15,284.94647216796875,285.16721717100006,280.222523713816,280.24020055976183,2603900,,,,,60.812339742447804,,,,,,,,24364800,bear,hold
2021-07-16,283.9134521484375,288.0987695423172,283.78982199003474,286.085575827315,3623700,,,,,57.89046892903438,,,,,,,,20741100,bear,hold
2021-07-19,281.5558776855469,281.67066941711204,278.0592838170895,280.7788508377973,3752600,,,,,51.77624662039871,,,,,,,,16988500,bear,hold
2021-07-20,287.2775573730469,287.96628071672825,281.02604368755885,281.22913879461805,4251700,,,,,62.20836761214578,,,,,,,,21240200,bear,hold
2021-07-21,288.1693420410156,290.0324438672133,286.9420138438847,289.26425557284034,2832600,,,,,63.53252157292938,,,,,,,,24072800,bear,hold
2021-07-22,288.434326171875,289.5910281214979,287.2599473718828,289.5645397923622,2208100,,,,,63.93686543310696,,,,,,,,26280900,bear,hold
2021-07-23,293.89105224609375,294.429684044078,289.564455749033,290.9154140356877,2786400,283.65688171386716,,,,71.05433501389717,,,,291.32250467402974,283.65688171386716,275.9912587537046,1.1675367798163614,29067300,bear,hold
2021-07-26,292.4252624511719,292.76079910811586,288.62845984623095,291.4451677445892,2752000,284.43169555664065,,,0.05595758357376224,67.21670091456576,,,,292.3490443754729,284.43169555664065,276.5143467378084,1.0048133584513603,26315300,bear,hold
2021-07-27,288.9640808105469,293.0434446269307,287.9044938948875,292.9639796502184,2910300,285.00475158691404,,,0.041300894941801225,59.09969921852593,,,,292.479901616666,285.00475158691404,277.5296015571621,0.7648327597355409,23405000,bear,hold
2021-07-28,287.4276428222656,290.79179450076424,286.71243117070526,288.2223463874762,2376200,285.32615661621094,,,0.02287584006286858,55.874142778032876,,,,292.63576694748957,285.32615661621094,278.0165462849323,0.6437481692466009,21028800,bear,hold
2021-07-29,289.1141052246094,290.11187683350795,287.3569838280159,288.2841019541844,2172400,285.70318908691405,,,0.02678039871462934,58.54842201997984,,,,292.97745520274214,285.70318908691405,278.42892297108597,0.7344508767883476,23201200,bear,hold
2021-07-30,289.78521728515625,291.4805238474052,288.15169884553876,288.60202728226676,2381200,285.99677734375,,,0.020681531967878808,59.59777581013427,,,,293.4306276547353,285.99677734375,278.5629270327647,0.7548100770745889,25582400,bear,hold
2021-08-02,288.9287109375,291.38339421087454,288.22233773009845,291.38339421087454,2016400,286.1963287353516,,,0.014006669067193833,57.59386977459331,2.5961831308009664,,,293.7194768937421,286.1963287353516,278.67318057696104,0.6815983245724729,23566000,bear,hold
2021-08-03,293.0964050292969,294.04120016630026,289.643949740429,289.92650982846214,2405900,286.7561401367187,,,0.03971699537906348,63.946389167133425,2.8035323047685665,,,294.57758690965466,286.7561401367187,278.9346933637828,0.9053127942081621,25971900,bear,hold
2021-08-04,291.65716552734375,293.07877755337483,290.84483889511046,291.99270228925474,1783700,287.057682800293,,,0.02111448775098146,60.57188208125535,2.819225146840722,,,295.14223754856977,287.057682800293,278.9731280520162,0.7844611033174798,24188200,bear,hold
2021-08-05,294.12945556640625,296.6812807067626,292.34584566286526,293.1140339532695,2284000,287.7009307861328,,,0.04573972153127959,64.07858361102629,2.9966119048926885,,,295.885962526739,287.7009307861328,279.5158990455266,0.8927000519974377,26472200,bear,hold
2021-08-06,291.2421569824219,296.42524592975093,290.60641022376393,295.5246159159916,2656600,288.04308929443357,,,0.024061865489110268,57.6319494067888,2.871114897750658,,,296.21951544614154,288.04308929443357,279.8666631427256,0.6956275045253146,23815600,bear,hold
2021-08-09,290.28851318359375,292.3281948261997,289.0170198289288,290.70351486110815,1995300,288.35301818847654,,,0.021819068930597707,55.64084950402923,2.663997624467868,,,296.3750267479876,288.35301818847654,280.3310096289655,0.620636557587716,21820300,bear,hold
