,Close,High,Low,Open,Volume,ma20,ma50,ma200,momentum20,rsi14,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_pct,obv,state,signal
2021-05-27,73.81648254394531,74.81652825726427,73.68562884379403,74.30248306932326,12867800,,,,,,,,,,,,,12867800,bear,hold
2021-05-28,73.5921859741211,74.1716545881522,73.52676267339218,73.78845587630785,6929700,,,,,,,,,,,,,5938100,bear,hold
2021-06-01,74.367919921875,74.61092379419954,73.34918471159122,74.37726814443486,10485300,,,,,,,,,,,,,16423400,bear,hold
2021-06-02,75.02214813232422,75.63900243128255,74.31184013611075,74.48941356986207,12249300,,,,,,,,,,,,,28672700,bear,hold
2021-06-03,75.78852844238281,76.13434130401183,74.44267700946027,74.5828717982614,12038700,,,,,,,,,,,,,40711400,bear,hold
2021-06-04,77.4708480834961,78.47089373939541,76.05022521114115,76.09695205152354,14502900,,,,,,,,,,,,,55214300,bear,hold
2021-06-07,78.45221710205078,78.74194780327251,77.4334748409549,77.51759457619592,10445600,,,,,,,,,,,,,65659900,bear,hold
2021-06-08,79.07840728759766,79.47094701132198,78.50828701383462,78.53632454687157,10726800,,,,,,,,,,,,,76386700,bear,hold
2021-06-09,78.9942855834961,79.28402338904439,78.53632258393073,79.06905709012813,9720300,,,,,,,,,,,,,66666400,bear,hold
2021-06-10,76.91944885253906,78.93823011862978,76.36801776746553,78.65784759504766,16680800,,,,,,,,,,,,,49985600,bear,hold
2021-06-11,77.48020935058594,77.79797758886485,76.48950461757816,76.62035833225048,11066500,,,,,,,,,,,,,61052100,bear,hold
2021-06-14,77.218505859375,77.66712062174842,76.76053574575647,77.57365980713756,10173200,,,,,,,,,,,,,50878900,bear,hold
2021-06-15,76.30258178710938,77.11570594465931,76.03154040125939,76.63904646398494,17298000,,,,,,,,,,,,,33580900,bear,hold
2021-06-16,72.04071807861328,73.41461456278832,70.9378630280365,72.89122101177557,36560600,,,,,32.67903371622485,,,,,,,,-2979700,bear,hold
2021-06-17,72.48931884765625,72.65755118294874,71.55469634727655,71.95658430766397,14836100,,,,,35.65549030820651,,,,,,,,11856400,bear,hold
2021-06-18,71.24627685546875,71.88182044553669,71.00327300704764,71.87247222389638,22521200,,,,,31.499594548601166,,,,,,,,-10664800,bear,hold
2021-06-21,72.89120483398438,72.99401387669015,71.5453533186969,71.60142838540783,8924300,,,,,41.257111250538,,,,,,,,-1740500,bear,hold
2021-06-22,73.53609466552734,74.012754111689,72.58278290380741,72.9566261793974,9845800,,,,,44.58954267235475,,,,,,,,8105300,bear,hold
2021-06-23,72.99401092529297,73.7136741951349,72.95662517212945,73.61086515658604,7295900,,,,,42.41155387938956,,,,,,,,809400,bear,hold
2021-06-24,72.65753936767578,73.79777977361438,72.53604102940135,73.5080491274047,9624000,75.11794662475586,,,,41.0705805937193,,,,79.94378337435292,75.11794662475586,70.2921098751588,0.24507972557448054,-8814600,bear,hold
2021-06-25,73.33049011230469,73.47068493181331,72.48932832585773,72.92860209936919,12845000,75.09364700317383,,,-0.006583792872429273,44.82787524236138,,,,79.9502483717626,75.09364700317383,70.23704563458506,0.31847831878144467,4030400,bear,hold
2021-06-28,73.36785125732422,73.80712488345553,73.208967176137,73.35850303766546,5605400,75.08243026733399,,,-0.0030483496831547052,45.03739836426357,,,,79.95386442368388,75.08243026733399,70.2109961109841,0.3240170189127133,9635800,bear,hold
2021-06-29,72.99401092529297,73.45197392299028,72.73231778375165,73.40524707948836,5392900,75.01373481750488,,,-0.018474484670612634,43.26680930719747,,,,79.96168272984512,75.01373481750488,70.06578690516464,0.29590287448512753,4242900,bear,hold
2021-06-30,72.75102233886719,73.09683528013693,72.50802558829312,72.51736668058881,7899800,74.90017852783203,,,-0.03027273745149517,42.108047976091264,,,,79.94543053491337,74.90017852783203,69.85492652075068,0.2870120079286074,-3656900,bear,hold
2021-07-01,74.3398666381836,74.41463814161533,72.81643469142782,72.88185797427984,13108000,74.82774543762207,,,-0.01911452608953268,51.29360076940788,,,,79.8614854362045,74.82774543762207,69.79400543903964,0.4515391339664077,9451100,bear,hold
2021-07-02,76.47081756591797,76.882053774068,74.16229870206455,74.25575953193385,15258100,74.77774391174316,,,-0.012908475153135202,60.374666624189324,-0.1970404025885557,,,79.72458903236289,74.77774391174316,69.83089879112343,0.6711266082616618,24709200,bear,hold
2021-07-06,77.64845275878906,78.16249094643582,76.04090063327979,76.26520807642375,14200400,74.73755569458008,,,-0.010245272510478354,64.33240135783822,0.10349086526773021,,,79.57621868014208,74.73755569458008,69.89889270901809,0.8007955992073387,38909600,bear,hold
2021-07-07,80.46163940429688,81.47103331279743,77.53627384437162,77.73254369370177,20976600,74.80671730041504,,,0.01749190662968947,71.62366110742144,0.5621842022296164,,,79.92315693453656,74.80671730041504,69.69027766629353,1.0526227717189482,59886200,bear,hold
2021-07-08,79.99434661865234,81.20935887682653,79.12515442748129,79.46161201050622,16383300,74.85672035217286,,,0.012659916192282017,69.09690958954988,0.8778757488323379,,,80.15229466214745,74.85672035217286,69.56114604219826,0.9850867881130849,43502900,bear,hold
