Date,Open,High,Low,Close,Volume,ma50,ma200,sma20w,ema21w,rsi14,state,signal
2025-07-09,8.616640961324805,8.616640961324805,8.616640961324805,8.616640961324805,157355345.29219955,,,,8.616640961324805,,bear,hold
2025-07-10,9.059380224605894,9.059380224605894,9.059380224605894,9.059380224605894,376869542.2625357,,,,8.622623924342117,,bear,hold
2025-07-11,9.771367107869912,9.771367107869912,9.771367107869912,9.771367107869912,651016040.2353854,,,,8.638147480876276,,bear,hold
2025-07-12,9.92427751101124,9.92427751101124,9.92427751101124,9.92427751101124,1199101490.2374282,,,,8.65552761641864,,bear,hold
2025-07-13,9.595839092245768,9.595839092245768,9.595839092245768,9.595839092245768,511754281.7683736,,,,8.668234528254143,,bear,hold
2025-07-14,9.533215251823005,9.533215251823005,9.533215251823005,9.533215251823005,452044661.6184595,,,,8.679923456951018,,bear,hold
2025-07-15,9.409621708094944,9.409621708094944,9.409621708094944,9.409621708094944,641621716.5828642,,,,8.689784244128639,,bear,hold
2025-07-16,9.492253233420973,9.492253233420973,9.492253233420973,9.492253233420973,532636313.30846864,,,,8.700628419659616,,bear,hold
2025-07-17,9.885166698425007,9.885166698425007,9.885166698425007,9.885166698425007,1129362200.9663723,,,,8.716635693696986,,bear,hold
2025-07-18,10.011630222880326,10.011630222880326,10.011630222880326,10.011630222880326,943896403.5951939,,,,8.734135619767033,,bear,hold
2025-07-19,9.996941730969242,9.996941730969242,9.996941730969242,9.996941730969242,1213073711.3442001,,,,8.75120056721571,,bear,hold
2025-07-20,10.14936413825857,10.14936413825857,10.14936413825857,10.14936413825857,407661060.83867985,,,,8.7700946695271,,bear,hold
2025-07-21,10.779204612154771,10.779204612154771,10.779204612154771,10.779204612154771,923237450.5032246,,,,8.797244803886933,,bear,hold
2025-07-22,11.236893002148575,11.236893002148575,11.236893002148575,11.236893002148575,1495163816.7301476,,,,8.830213022782361,88.22675969926598,bear,hold
2025-07-23,11.129086134977648,11.129086134977648,11.129086134977648,11.129086134977648,1170193318.1978781,,,,8.861278875649866,84.23605979114518,bear,hold
2025-07-24,10.12510600402879,10.12510600402879,10.12510600402879,10.12510600402879,1033454181.5748589,,,,8.87835762062796,57.9483316619218,bear,hold
2025-07-25,9.973878838594882,9.973878838594882,9.973878838594882,9.973878838594882,893977843.2525257,,,,8.893161961411298,55.15618267058106,bear,hold
2025-07-26,10.10502255201205,10.10502255201205,10.10502255201205,10.10502255201205,696118833.4959424,,,,8.909538455878877,57.087202899081944,bear,hold
2025-07-27,10.146252255727584,10.146252255727584,10.146252255727584,10.146252255727584,249654751.99470058,,,,8.92625080452548,57.70384413960912,bear,hold
2025-07-28,10.302032534776204,10.302032534776204,10.302032534776204,10.302032534776204,285116171.1546856,,,,8.944842449528869,60.040286421973285,bear,hold
2025-07-29,9.694008263468499,9.694008263468499,9.694008263468499,9.694008263468499,586500442.738521,,,,8.954966311879405,48.72640438631538,bear,hold
2025-07-30,9.487774554962032,9.487774554962032,9.487774554962032,9.487774554962032,362336086.58646435,,,,8.962166423272413,45.58844655339449,bear,hold
2025-07-31,9.296962336805043,9.296962336805043,9.296962336805043,9.296962336805043,363118652.6025639,,,,8.966690692374204,42.83954730062599,bear,hold
2025-08-01,8.945160781035765,8.945160781035765,8.945160781035765,8.945160781035765,295246152.64680064,,,,8.966399747626388,38.259032678794796,bear,hold
2025-08-02,8.719354782005093,8.719354782005093,8.719354782005093,8.719354782005093,507006548.2941454,,,,8.96306130214502,35.62598521583752,bear,hold
2025-08-03,8.616985884834898,8.616985884834898,8.616985884834898,8.616985884834898,347586694.1112667,,,,8.958384607316505,34.46785809778832,bear,hold
2025-08-04,8.819415056134043,8.819415056134043,8.819415056134043,8.819415056134043,160960086.51667553,,,,8.956506640408634,38.71076318686618,bear,hold
2025-08-05,9.040595844739745,9.040595844739745,9.040595844739745,9.040595844739745,215167036.23680866,,,,8.957642981007703,43.04952020906393,bear,hold
2025-08-06,8.680850673139739,8.680850673139739,8.680850673139739,8.680850673139739,259730798.36631072,,,,8.953902544414895,38.300365772458974,bear,hold
2025-08-07,8.853846343767758,8.853846343767758,8.853846343767758,8.853846343767758,190920100.52820307,,,,8.95255043359534,41.63483445602028,bear,hold
2025-08-08,9.222598482535775,9.222598482535775,9.222598482535775,9.222598482535775,296262427.2897378,,,,8.956199731553994,48.076418679851365,bear,hold
2025-08-09,9.40041488434012,9.40041488434012,9.40041488434012,9.40041488434012,374428735.2154066,,,,8.962202639024076,50.89105032954278,bear,hold
2025-08-10,9.537784600478574,9.537784600478574,9.537784600478574,9.537784600478574,286016755.9901726,,,,8.969980773638326,53.01021288368462,bear,hold
2025-08-11,9.273868938258339,9.273868938258339,9.273868938258339,9.273868938258339,344688275.53158087,,,,8.974087370457516,48.66529261181552,bear,hold
2025-08-12,8.806337639481958,8.806337639481958,8.806337639481958,8.806337639481958,528157239.04707927,,,,8.971820482201089,42.08454665734197,bear,hold
2025-08-13,9.221612290555191,9.221612290555191,9.221612290555191,9.221612290555191,492830754.1331742,,,,8.975196047178848,48.71787121145485,bear,hold
2025-08-14,9.640659930057547,9.640659930057547,9.640659930057547,9.640659930057547,770146920.8233476,,,,8.984188802352884,54.394223037917364,bear,hold
2025-08-15,9.09537772644897,9.09537772644897,9.09537772644897,9.09537772644897,1142081818.2605069,,,,8.98569135538121,47.08999223124331,bear,hold
2025-08-16,9.233449454322631,9.233449454322631,9.233449454322631,9.233449454322631,721515482.0918635,,,,8.989039437799336,48.958991271809815,bear,hold
2025-08-17,9.11633703240232,9.11633703240232,9.11633703240232,9.11633703240232,312938532.45911634,,,,8.990759675564242,47.42862743124304,bear,hold
