Date,Close,High,Low,Open,Volume,ma50,ma200,sma20w,ema21w,rsi14,state,signal
2021-07-23,16.51156234741211,16.563308715820312,15.266669273376465,16.0893497467041,681005827,,,,16.51156234741211,,bear,hold
2021-07-24,16.70583152770996,17.133996963500977,16.344289779663086,16.500450134277344,727986313,,,,16.514187606605326,,bear,hold
2021-07-25,16.759658813476562,17.0526123046875,16.188705444335938,16.698148727416992,662123046,,,,16.51750478507656,,bear,hold
2021-07-26,18.08965301513672,19.94782257080078,16.689613342285156,16.75834083557129,1715187654,,,,16.538750031428727,,bear,hold
2021-07-27,19.4996337890625,19.582033157348633,17.625606536865234,18.05086326599121,1093556431,,,,16.578761974099454,,bear,hold
2021-07-28,19.0302734375,19.986303329467773,18.644123077392578,19.52266502380371,1052448400,,,,16.61189050738865,,bear,hold
2021-07-29,19.345849990844727,19.459217071533203,18.638521194458008,19.081388473510742,683047916,,,,16.648835905813733,,bear,hold
2021-07-30,22.315961837768555,22.649574279785156,18.87271499633789,19.377670288085938,1784301053,,,,16.72541868867799,,bear,hold
2021-07-31,22.75370216369629,23.331911087036133,21.28620147705078,22.264617919921875,1206821084,,,,16.80688197888094,,bear,hold
2021-08-01,22.12683868408203,23.91910743713379,21.833097457885742,22.679584503173828,1289766472,,,,16.878773285707982,,bear,hold
2021-08-02,23.480348587036133,23.95513343811035,21.422109603881836,22.08708381652832,1205839586,,,,16.967983762752958,,bear,hold
2021-08-03,23.875957489013672,24.3566837310791,22.1583194732666,23.493396759033203,1505866474,,,,17.06133475905378,,bear,hold
2021-08-04,24.188875198364258,24.97098731994629,22.90483283996582,23.94451904296875,1301126744,,,,17.157652873098517,,bear,hold
2021-08-05,24.050495147705078,24.331344604492188,22.56277084350586,24.195911407470703,1221315372,,,,17.250799390322932,86.57444352639037,bear,hold
2021-08-06,23.85933494567871,24.366409301757812,23.106555938720703,24.061424255371094,1229062846,,,,17.340103924854766,83.89045852956764,bear,hold
2021-08-07,24.63165283203125,25.099088668823242,23.643022537231445,23.88467788696289,1160693889,,,,17.43863836954634,85.8051720483198,bear,hold
2021-08-08,23.045608520507812,24.905963897705078,22.609874725341797,24.684465408325195,1001659430,,,,17.514408236451224,67.9451173510176,bear,hold
2021-08-09,24.287246704101562,24.660282135009766,22.093862533569336,23.04239845275879,1065311842,,,,17.60593308060866,72.73044609262163,bear,hold
2021-08-10,24.566286087036133,25.477703094482422,23.787742614746094,24.223100662231445,1130326992,,,,17.699991905019843,73.68134934492798,bear,hold
2021-08-11,25.9465389251709,27.318159103393555,24.469619750976562,24.54694938659668,1497841555,,,,17.81143172961648,77.80427468230559,bear,hold
2021-08-12,24.917234420776367,26.886777877807617,24.146345138549805,25.94180679321289,1230756534,,,,17.90745609030783,69.10965689238105,bear,hold
2021-08-13,27.733137130737305,27.75890350341797,24.734994888305664,24.972097396850586,1144930390,,,,18.040235563827146,76.76080452311811,bear,hold
2021-08-14,27.15542221069336,27.93221092224121,26.502994537353516,27.74058723449707,1130955982,,,,18.16341376175777,72.77803829183844,bear,hold
2021-08-15,27.90401268005371,27.974796295166016,25.950136184692383,27.160842895507812,1030808400,,,,18.29504347686988,74.61593801026396,bear,hold
2021-08-16,28.084339141845703,30.47988510131836,27.70220947265625,27.918773651123047,1983160447,,,,18.42733125612631,75.05287889030635,bear,hold
2021-08-17,26.15813636779785,30.25987434387207,25.954618453979492,27.966819763183594,1914250031,,,,18.531801595473222,62.64791732214827,bear,hold
2021-08-18,25.512895584106445,26.89016342163086,25.005725860595703,26.151649475097656,1595189412,,,,18.626140703427726,59.12269294873088,bear,hold
2021-08-19,27.064760208129883,27.064817428588867,24.534896850585938,25.371936798095703,1598899266,,,,18.740176102139916,64.3225419994593,bear,hold
2021-08-20,28.701841354370117,28.979713439941406,26.70717430114746,27.060466766357422,1751490161,,,,18.874793200143024,68.82741302494864,bear,hold
2021-08-21,27.861591339111328,29.15736961364746,27.672607421875,28.700586318969727,1455243796,,,,18.996236418237192,64.3371354938484,bear,hold
2021-08-22,28.022817611694336,28.643653869628906,26.903682708740234,27.86555290222168,1408718304,,,,19.118217245175803,64.81151322867902,bear,hold
2021-08-23,28.554101943969727,29.300949096679688,27.831138610839844,28.010875701904297,1598569817,,,,19.24572920056491,66.39769523285347,bear,hold
2021-08-24,25.752197265625,28.922616958618164,25.74034881591797,28.595062255859375,1613899032,,,,19.333654444687344,52.86382415617515,bear,hold
2021-08-25,26.520479202270508,26.844497680664062,25.38345718383789,25.75829315185547,1415094740,,,,19.4307736981682,55.53985930036879,bear,hold
2021-08-26,24.426326751708984,26.936555862426758,24.040708541870117,26.62656021118164,1311934435,,,,19.498281171864697,47.606203240233654,bear,hold
2021-08-27,26.018299102783203,26.12194061279297,24.03255844116211,24.417001724243164,1210853844,,,,19.586389522282516,53.09186097406495,bear,hold
2021-08-28,25.729089736938477,26.184974670410156,25.398353576660156,26.056413650512695,723391379,,,,19.669398984642733,52.026167787541155,bear,hold
2021-08-29,25.813661575317383,26.570941925048828,25.21503257751465,25.739999771118164,806571295,,,,19.75242956019239,52.32751703705272,bear,hold
2021-08-30,24.980934143066406,26.493799209594727,24.41466522216797,25.804899215698242,1007561616,,,,19.823085027528528,49.059737799591566,bear,hold
2021-08-31,26.750707626342773,27.482952117919922,24.73932647705078,25.02507781982422,1589683012,,,,19.916701549134125,55.43009500238497,bear,hold
2021-09-01,29.73518180847168,29.73518180847168,26.132543563842773,26.738431930541992,1847068364,,,,20.04938371480085,63.67898344110188,bear,hold
2021-09-02,29.985244750976562,30.86711883544922,28.786727905273438,29.75444793701172,1639033323,,,,20.183652107181604,64.27558588906446,bear,hold
2021-09-03,30.784265518188477,31.674488067626953,29.068960189819336,29.97003173828125,1643428629,,,,20.32690363976278,66.18678908360863,bear,hold
2021-09-04,29.897823333740234,31.171709060668945,29.473405838012695,30.75564193725586,1159289898,,,,20.456240392384096,62.210461100380584,bear,hold
2021-09-05,33.5034294128418,33.5034294128418,29.58090591430664,29.901952743530273,1590082788,,,,20.632553757525415,70.08338257691861,bear,hold
2021-09-06,34.78485870361328,36.278076171875,32.81916427612305,33.55744171142578,2570028656,,,,20.823801121661738,72.29270692372862,bear,hold
2021-09-07,28.11425018310547,35.337554931640625,24.154762268066406,34.80436706542969,4040870040,,,,20.922320703573142,51.126310197450685,bear,hold
2021-09-08,27.15100860595703,29.146535873413086,25.277299880981445,28.13745880126953,2585516285,,,,21.006492161713467,48.89985251978235,bear,hold
2021-09-09,27.978628158569336,30.077606201171875,26.52749252319336,26.64719009399414,2031066692,,,,21.100710215725034,50.879171907789384,bear,hold
2021-09-10,26.387523651123047,29.514617919921875,25.736425399780273,27.99806785583496,1946136767,25.341110191345216,,,21.172153640527707,47.10184726395468,bear,hold
2021-09-11,27.041149139404297,27.65158462524414,26.319040298461914,26.370698928833008,1166180450,25.551701927185057,,,21.251464390512524,48.78399799321171,bear,hold
2021-09-12,29.379243850708008,29.692262649536133,26.435869216918945,27.039567947387695,1462168959,25.80517017364502,,,21.361299248082734,54.373342286650434,bear,hold
2021-09-13,26.918481826782227,29.899314880371094,25.26575469970703,29.45827865600586,2255860309,26.00834663391113,,,21.43639630995705,48.3880482198994,bear,hold
2021-09-14,30.746164321899414,30.746164321899414,26.780527114868164,26.963563919067383,2022844880,26.261476860046386,,,21.56220398579411,56.42338257156022,bear,hold
2021-09-15,30.779600143432617,31.43668556213379,29.685476303100586,30.82306671142578,1966187057,26.487076187133788,,,21.686763393329766,56.48711087626996,bear,hold
2021-09-16,29.82655143737793,32.08250427246094,29.090736389160156,30.68868637084961,1803464603,26.70300174713135,,,21.796760529060144,54.060251068823845,bear,hold
2021-09-17,27.694597244262695,30.11134147644043,27.42317771911621,29.819482803344727,1433695398,26.869976692199707,,,21.87646102521153,48.989780389253916,bear,hold
2021-09-18,28.39057731628418,29.447355270385742,27.41591453552246,27.69526481628418,1042938776,26.99146900177002,,,21.96448962373954,50.61810718113464,bear,hold
2021-09-19,27.395748138427734,28.732501983642578,26.98116683959961,28.37195587158203,879401513,27.084309921264648,,,22.03788500907316,48.247312753219795,bear,hold
2021-09-20,23.43109893798828,27.42399787902832,23.167373657226562,27.41705322265625,1886071779,27.110395126342773,,,22.056712224328773,40.172107838212824,bear,hold
2021-09-21,21.432621002197266,24.33446502685547,20.98163414001465,23.56163215637207,1778536991,27.069440574645995,,,22.048278559164835,36.826181421559276,bear,hold
2021-09-22,24.493072509765625,24.494504928588867,21.06086540222168,21.403839111328125,1389451521,27.081782875061034,,,22.081316315254035,44.455776567135246,bear,hold
2021-09-23,25.453983306884766,25.489669799804688,23.434123992919922,24.47455406188965,1217369814,27.107085037231446,,,22.12689289622202,46.635006615058025,bear,hold
2021-09-24,23.280738830566406,25.505033493041992,21.479660034179688,25.43442726135254,1642781332,27.09168991088867,,,22.142485408848298,42.56729267977529,bear,hold
2021-09-25,24.52366065979004,24.7224178314209,22.115114212036133,23.27182388305664,1343113784,27.1049764251709,,,22.174663452779942,45.49542841867721,bear,hold
2021-09-26,24.602155685424805,25.388986587524414,22.432241439819336,24.542102813720703,1923140692,27.10438648223877,,,22.20746740186974,45.68376927656235,bear,hold
2021-09-27,23.06629753112793,25.43740463256836,23.005184173583984,24.658180236816406,1068472473,27.10480026245117,,,22.219073214427283,42.58318586196207,bear,hold
2021-09-28,22.101900100708008,23.741060256958008,22.024333953857422,23.029098510742188,1022623443,27.0610933303833,,,22.21748979397162,40.71456616779478,bear,hold
2021-09-29,22.880529403686523,23.8889102935791,22.043354034423828,22.128995895385742,1000762987,27.02737819671631,,,22.226449788697497,42.893421013176926,bear,hold
2021-09-30,23.98634910583496,24.383441925048828,22.734821319580078,22.879947662353516,957760691,26.98817440032959,,,22.25023221190206,45.93258520580906,bear,hold
2021-10-01,26.297439575195312,26.617813110351562,23.614091873168945,24.005281448364258,1269326500,27.01577850341797,,,22.304924203297915,51.71605025420082,bear,hold
