Date,Close,High,Low,Open,Volume,ma20,ma50,ma200,momentum20,rsi14,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_pct,obv,state,signal
2021-07-22,21.388532638549805,21.603541104100678,21.126785993033554,21.369837723166714,638700,,,,,,,,,,,,,638700,bear,hold
2021-07-23,21.472667694091797,21.594194460263378,21.136136011420316,21.528757793716576,797100,,,,,,,,,,,,,1435800,bear,hold
2021-07-26,21.43527603149414,21.715719396956242,21.154830883016608,21.42592768157668,1078100,,,,,,,,,,,,,357700,bear,hold
2021-07-27,21.958768844604492,22.024205504153883,20.93982198958195,21.528755491556943,2517100,,,,,,,,,,,,,2874800,bear,hold
2021-07-28,22.89358139038086,23.155329800711236,21.416576196905165,21.855937880623664,2185300,,,,,,,,,,,,,5060100,bear,hold
2021-07-29,22.89358139038086,23.19272141189262,22.80009968790464,23.04315140113674,1484100,,,,,,,,,,,,,6544200,bear,hold
2021-07-30,23.033803939819336,23.230115700882582,22.734663906785098,22.734663906785098,2131600,,,,,,,,,,,,,8675800,bear,hold
2021-08-02,23.613388061523438,24.146231445010216,23.164678031536166,23.164678031536166,1534300,,,,,,,,,,,,,10210100,bear,hold
2021-08-03,24.267759323120117,24.277107672744123,23.389035854648142,23.71622095942682,1362400,,,,,,,,,,,,,11572500,bear,hold
2021-08-04,24.903430938720703,25.35214277145707,24.192972468487966,24.2584109108773,1321600,,,,,,,,,,,,,12894100,bear,hold
2021-08-05,25.37083625793457,25.576496356406555,24.931474581861483,24.98756288916514,1237800,,,,,,,,,,,,,14131900,bear,hold
2021-08-06,25.660634994506836,25.903684970558402,25.202574744293358,25.352146566270836,1003800,,,,,,,,,,,,,15135700,bear,hold
2021-08-09,25.660634994506836,25.856945002013603,25.408234885127698,25.84759665170154,861700,,,,,,,,,,,,,15997400,bear,hold
2021-08-10,25.043655395507812,25.735417195706063,24.95017368563987,25.688675449264437,1141300,,,,,81.37162534323011,,,,,,,,14856100,bear,hold
2021-08-11,25.00626564025879,25.137138983325066,24.501465403262163,24.903435566126387,1051600,,,,,80.41946959498696,,,,,,,,13804500,bear,hold
2021-08-12,24.445371627807617,24.828645003851236,24.127534908696052,24.828645003851236,1071300,,,,,67.6340926682069,,,,,,,,12733200,bear,hold
2021-08-13,24.5669002532959,24.65103361378442,24.136885101575093,24.32384852110854,662500,,,,,68.7918121678322,,,,,,,,13395700,bear,hold
2021-08-16,24.305158615112305,24.48277373500563,24.034061759326928,24.39864035100436,660700,,,,,63.52173665030862,,,,,,,,12735000,bear,hold
