Date,로테이션(금리보정),VOO B&H,phase
2024-10-30,1341662.5961339446,1447903.0355796646,recovery
2024-10-31,1316660.6863219948,1419415.5958027025,recovery
2024-11-01,1316874.0473863415,1425580.1856401546,recovery
2024-11-04,1318055.2313054502,1422484.2974521401,recovery
2024-11-05,1329911.4749458309,1439593.0732414636,recovery
2024-11-06,1341076.897607912,1475440.128529849,expansion
2024-11-07,1355441.6772072488,1486928.0452532598,expansion
2024-11-08,1358173.4937968887,1493499.7577274148,expansion
2024-11-11,1347205.121502507,1494721.9699399625,expansion
2024-11-12,1336875.1497946114,1490240.7503079383,expansion
2024-11-13,1328834.7363305723,1491001.2979461413,expansion
2024-11-14,1325163.8833590546,1481523.4964725466,expansion
2024-11-15,1308662.8187320787,1462404.9431543832,expansion
2024-11-18,1318662.7172015074,1468460.7868375275,expansion
2024-11-19,1323163.5791037597,1473811.131401575,expansion
2024-11-20,1322531.2353941833,1474354.0178706744,expansion
2024-11-21,1331683.103486971,1481795.1929978284,expansion
2024-11-22,1338282.228532725,1486764.75716131,expansion
2024-11-25,1342161.7809683832,1491544.3532757289,expansion
2024-11-26,1341651.940450955,1499908.857551572,expansion
2024-11-27,1338752.2476673129,1495129.0925766649,expansion
2024-11-29,1348984.7538144374,1503004.7457395867,expansion
2024-12-02,1354115.2302471458,1507241.11766393,expansion
2024-12-03,1350726.7747632205,1507594.3738049427,expansion
2024-12-04,1358922.2273368586,1517099.3618171145,expansion
2024-12-05,1352627.3360209672,1514573.7154972642,expansion
2024-12-06,1354837.7196711386,1517588.212930036,overheated
2024-12-09,1350698.9716665614,1509685.2043680493,expansion
2024-12-10,1344914.105004428,1505394.459366552,expansion
2024-12-11,1353819.637020906,1516800.816474232,expansion
2024-12-12,1343284.3958356963,1508979.3675279762,expansion
2024-12-13,1344490.8393201896,1508870.6213736683,expansion
2024-12-16,1350718.2746063878,1514790.870084904,expansion
2024-12-17,1344453.194247167,1508436.1433379008,expansion
2024-12-18,1309207.9534779778,1464143.3618789173,fear
2024-12-19,1301730.5481357875,1463599.9688283538,recovery
2024-12-20,1315909.2591509945,1480165.68928809,expansion
2024-12-23,1324149.9191083324,1490760.84061115,expansion
2024-12-24,1334529.3803716344,1506099.1141832087,expansion
2024-12-26,1335749.8143140248,1506071.9276446318,expansion
2024-12-27,1324337.9797045754,1490461.282105339,expansion
2024-12-30,1313391.632529449,1473869.5571304422,expansion
2024-12-31,1309986.8337438565,1467930.3960445444,expansion
2025-01-02,1311598.4895201176,1464252.6146146895,expansion
2025-01-03,1326750.8897431854,1483159.9234622952,expansion
2025-01-06,1336852.1779703724,1491796.12426342,expansion
2025-01-07,1325164.308212438,1475013.7557975082,expansion
2025-01-08,1324468.1520082867,1477002.7634863174,expansion
2025-01-10,1306602.310034715,1454526.5882236527,expansion
2025-01-13,1307098.1936481036,1456406.1743162016,expansion
2025-01-14,1311583.713715399,1458258.7427306615,expansion
2025-01-15,1333097.3493243938,1484930.5945400482,expansion
2025-01-16,1333790.4865404319,1482723.9256821352,expansion
2025-01-17,1348185.7806758767,1496945.355986193,expansion
2025-01-21,1361883.8149523719,1510567.3315576527,expansion
2025-01-22,1368136.6420249464,1519149.1592816235,expansion
2025-01-23,1371486.441122547,1527567.5300531564,expansion
2025-01-24,1364761.8236350499,1522963.2111253394,expansion
2025-01-27,1335222.9680862706,1501767.5049436018,expansion
2025-01-28,1340699.0084960554,1514353.8591418155,expansion
2025-01-29,1337735.4089642665,1507706.4971690117,expansion
2025-01-30,1348783.2667951898,1515579.9551455886,expansion
2025-01-31,1343141.4063930854,1507488.6671394198,expansion
2025-02-03,1334651.7517403455,1497599.014935457,expansion
2025-02-04,1343529.824849808,1507543.0402165737,expansion
2025-02-05,1355281.5081455132,1513727.3867311287,expansion
2025-02-06,1355729.1606409084,1519176.0080992244,expansion
2025-02-07,1343137.039272759,1504410.1715816748,expansion
2025-02-10,1353805.5458963388,1515171.3127644935,expansion
2025-02-11,1354708.7544051462,1516533.6791821276,expansion
2025-02-12,1349969.5372950493,1511520.8867337038,expansion
2025-02-13,1364709.0618644243,1527485.6327164494,expansion
2025-02-14,1363502.1768579527,1527540.1746540915,expansion
2025-02-18,1371895.7974184875,1531953.6812304053,expansion
2025-02-19,1379650.9784674398,1535658.8180593252,expansion
2025-02-20,1378815.2134729433,1529201.9307170482,expansion
2025-02-21,1358955.2625211522,1503184.075577902,expansion
2025-02-24,1350517.8885278604,1496073.360425873,expansion
2025-02-25,1343214.899702492,1488635.731368968,expansion
2025-02-26,1347248.4339813706,1489562.100006442,expansion
2025-02-27,1318297.8582780678,1465641.6609894363,recovery
2025-02-28,1335572.7133267901,1488417.732478888,expansion
2025-03-03,1317735.278026914,1462781.1643217714,recovery
2025-03-04,1308225.6854443082,1445154.4934155808,recovery
2025-03-05,1319957.1025675242,1461364.5936874715,recovery
2025-03-06,1297337.469689495,1434856.367691011,recovery
2025-03-07,1309378.485891361,1442593.7241142148,recovery
2025-03-10,1282106.8699193688,1404452.1080838835,fear
2025-03-11,1271351.710975454,1392927.8863555407,fear
2025-03-12,1276923.7299341152,1399684.5010641166,recovery
2025-03-13,1271229.6600941124,1381403.664627198,recovery
2025-03-14,1291482.2406481928,1409764.6278986065,recovery
2025-03-17,1303384.9088607063,1420526.0223721573,recovery
2025-03-18,1295470.1177078371,1405541.5959528193,recovery
2025-03-19,1305661.51837029,1420308.0234820773,expansion
2025-03-20,1301798.9400503424,1417038.7155728291,expansion
2025-03-21,1296144.6334285135,1417392.9848767703,expansion
2025-03-24,1313210.4259841684,1442266.8102093388,expansion
2025-03-25,1312480.3534367096,1445699.575071025,expansion
2025-03-26,1298486.2293793326,1428835.3092684061,expansion
2025-03-27,1293240.795949724,1424904.0682459795,expansion
2025-03-28,1276615.2376351021,1396444.8281705223,recovery
2025-03-31,1285395.7373100608,1404947.1226046192,recovery
2025-04-01,1288752.8672808644,1410113.91581815,recovery
2025-04-02,1293538.748008953,1418616.2102522464,recovery
2025-04-03,1240194.0489462616,1350953.7282580512,fear
2025-04-04,1187710.679322645,1272656.6660168353,fear
2025-04-07,1177605.1010646974,1267298.3005796052,fear
2025-04-08,1156410.7275370823,1248653.4853606822,fear
2025-04-09,1248433.5842540571,1364459.0212322646,fear
2025-04-10,1206391.7844228535,1317874.2963689,fear
2025-04-11,1225393.6494377777,1341084.6770336311,fear
2025-04-14,1233878.28561029,1354562.3613180474,fear
2025-04-15,1234193.1214476216,1350762.493755328,fear
2025-04-16,1220509.3555681896,1321073.0205941407,fear
2025-04-17,1218758.9441384778,1322904.4814475938,fear
2025-04-21,1203048.352862311,1291383.3785724654,fear
2025-04-22,1219652.8817404052,1323970.8354296659,fear
2025-04-23,1232880.8586148848,1345240.0803539518,fear
2025-04-24,1261615.9567572223,1373508.001496442,fear
2025-04-25,1267118.6522547598,1383623.0824519591,recovery
2025-04-28,1271571.265561309,1384470.677671755,fear
2025-04-29,1273090.062489078,1392863.4660793475,recovery
2025-04-30,1271361.1283043036,1393547.0133349972,recovery
2025-05-01,1267515.4393473812,1403416.1489896614,recovery
2025-05-02,1278397.997319629,1423537.3114556558,recovery
2025-05-05,1277424.816058532,1416101.0332826558,recovery
2025-05-06,1277358.477698015,1404044.985447181,recovery
2025-05-07,1280699.7541136239,1410387.5542390442,recovery
2025-05-08,1278380.881543561,1419791.9858305787,recovery
2025-05-09,1281223.664919986,1417905.6453185077,recovery
2025-05-12,1303269.8256233213,1465118.8689184156,expansion
2025-05-13,1309836.838364059,1474741.8904117385,expansion
2025-05-14,1302803.0026078408,1476573.6889861675,expansion
2025-05-15,1312597.8878620027,1483818.4793657127,expansion
2025-05-16,1314893.9846644679,1493386.7900609055,expansion
2025-05-19,1315852.293648853,1494917.8481061072,expansion
2025-05-20,1314884.2789563327,1489614.2778972513,expansion
2025-05-21,1297273.0064461685,1464708.8756534162,recovery
2025-05-22,1295238.158865158,1465392.591769554,recovery
2025-05-23,1294098.7830472905,1455495.847425093,recovery
2025-05-27,1311936.8729258357,1485404.0793485565,expansion
2025-05-28,1305128.2274626547,1476928.9714530369,expansion
2025-05-29,1312577.4393564533,1482615.5172488033,expansion
2025-05-30,1307637.1919994547,1481084.6280640897,expansion
2025-06-02,1316022.909526763,1489695.8375129823,expansion
2025-06-03,1322144.1679925602,1498143.7588699248,expansion
2025-06-04,1329592.4605315002,1497186.9953446009,expansion
2025-06-05,1325449.0199539424,1490188.2346961529,expansion
2025-06-06,1326785.4290422525,1505415.735788047,expansion
2025-06-09,1333569.004388253,1507028.5223094677,expansion
2025-06-10,1343896.434547082,1515613.0518012475,expansion
2025-06-11,1343400.8143434778,1511430.0397911298,expansion
2025-06-12,1352705.6688791672,1517143.9409859611,expansion
2025-06-13,1341702.102879236,1500248.773714028,recovery
2025-06-16,1345894.2327229285,1514738.1856126306,expansion
2025-06-17,1342834.712679698,1501834.204836384,recovery
2025-06-18,1342327.862542555,1501533.6331676445,recovery
2025-06-20,1339648.2301913472,1497378.14541708,recovery
2025-06-23,1347087.9666468066,1512796.9654419413,expansion
2025-06-24,1358398.3135848863,1529418.9164442,expansion
2025-06-25,1359393.0381708858,1530184.3610365568,expansion
2025-06-26,1367255.7886125068,1542295.2041004056,expansion
2025-06-27,1363674.9540795034,1549949.98774495,expansion
2025-06-30,1372116.8924977249,1557696.969215973,expansion
2025-07-01,1375579.5081935527,1556984.0402354016,expansion
2025-07-02,1385553.6562291414,1563894.3179881084,expansion
2025-07-03,1391590.5283799313,1577413.7952433182,expansion
2025-07-07,1377758.2380961685,1564771.7170840462,expansion
2025-07-08,1383019.965816579,1563729.847872742,expansion
2025-07-09,1389486.9265503038,1572998.7689226118,expansion
2025-07-10,1396167.691928809,1577605.7896182376,expansion
2025-07-11,1391547.243660016,1571929.2065912664,expansion
2025-07-14,1389396.2018316912,1575027.965407578,expansion
2025-07-15,1384971.959742008,1568199.7538520666,expansion
2025-07-16,1387599.9176139652,1573355.2334128977,expansion
2025-07-17,1393994.7914995407,1582788.6245781337,expansion
2025-07-18,1393568.9338590656,1582075.6955975622,expansion
2025-07-21,1397360.7296730657,1584900.3938417593,expansion
2025-07-22,1397150.376554217,1584900.3938417593,expansion
2025-07-23,1400213.4017818577,1598364.822577863,expansion
2025-07-24,1398525.2441262878,1599461.7403082734,expansion
2025-07-25,1401201.006713895,1605823.896916751,expansion
2025-07-28,1403641.2946025555,1605440.0770274003,expansion
2025-07-29,1404314.6208653185,1601271.5870192552,expansion
2025-07-30,1400697.6020883592,1599324.7944524602,expansion
2025-07-31,1387348.7747784029,1593319.2711947563,expansion
2025-08-01,1375827.409925824,1567075.4807225913,recovery
2025-08-04,1392482.8624388953,1590905.917099463,expansion
2025-08-05,1388545.5490746254,1583254.8483856558,expansion
2025-08-06,1390217.7072450486,1595019.358588502,expansion
2025-08-07,1395652.9141785891,1594059.3867139048,expansion
2025-08-08,1403697.4639970697,1606262.5964647199,expansion
2025-08-11,1399525.9803724897,1602971.8432734888,expansion
2025-08-12,1417472.3431661022,1620083.8274120856,expansion
2025-08-13,1428071.2272509544,1625732.7173190156,expansion
2025-08-14,1425948.8202516166,1625760.2415785687,expansion
2025-08-15,1416785.1016999846,1622250.138613353,expansion
2025-08-18,1416391.3678927317,1621674.155488595,expansion
2025-08-19,1409302.136919219,1612816.578587629,expansion
2025-08-20,1407646.5723729574,1608566.1912427768,expansion
2025-08-21,1402360.5066755298,1602231.3900333643,expansion
2025-08-22,1425964.2330036366,1626747.3999917428,expansion
2025-08-25,1420435.1480027633,1619864.477638101,expansion
2025-08-26,1426644.6028264936,1626336.055842839,expansion
2025-08-27,1429771.0876218195,1630065.677442527,expansion
2025-08-28,1434997.2510637196,1635824.495527181,expansion
2025-08-29,1423450.8447047547,1626390.935501457,expansion
2025-09-02,1416781.6668506374,1614407.0755246263,expansion
2025-09-03,1419617.6193369497,1622661.313901769,expansion
2025-09-04,1429292.844041811,1636016.3210416127,expansion
2025-09-05,1433819.2233234406,1631546.415062288,expansion
2025-09-08,1439412.4246997158,1635769.615868563,expansion
2025-09-09,1440484.2456358331,1639745.9426413006,expansion
2025-09-10,1449169.031033537,1644490.0780532276,expansion
2025-09-11,1459164.1479365842,1657899.7959912014,expansion
2025-09-12,1457619.0284068328,1657543.1626404275,expansion
2025-09-15,1464559.9879373547,1666181.5586278972,expansion
2025-09-16,1466215.7586285528,1663987.3854461003,expansion
2025-09-17,1464356.220091277,1662067.9482783703,expansion
2025-09-18,1476456.7431810496,1669883.3182470559,expansion
2025-09-19,1478151.0392067067,1677671.6705376527,expansion
2025-09-22,1487625.1166031961,1685843.504996624,expansion
2025-09-23,1485803.0353500142,1677013.2834947233,expansion
2025-09-24,1481371.4392570888,1671419.1043859231,expansion
2025-09-25,1476258.1890448858,1663439.095441383,expansion
2025-09-26,1483386.7345485522,1673228.782236417,expansion
2025-09-29,1487951.380946776,1677931.8845497465,expansion
2025-09-30,1495396.8517299686,1684119.6082740626,expansion
2025-10-01,1506065.5864886192,1690142.355301548,expansion
2025-10-02,1511434.085137256,1692012.4852067658,expansion
2025-10-03,1510827.2686411608,1692149.7687835551,expansion
2025-10-06,1523635.2541243194,1697925.304056527,expansion
2025-10-07,1514691.6064216825,1691875.0327694884,expansion
2025-10-08,1531298.040002029,1701692.9192660276,expansion
2025-10-09,1523954.508449281,1697100.0828513985,expansion
2025-10-10,1483391.6082882907,1651475.6675836074,recovery
2025-10-13,1512600.0355843806,1676501.8050764021,expansion
2025-10-14,1508104.8754425712,1674136.5762202048,recovery
2025-10-15,1522376.4301304263,1681506.9988028635,recovery
2025-10-16,1521560.7658631594,1670396.4852702573,fear
2025-10-17,1523538.2314090843,1679664.3931571988,recovery
2025-10-20,1543611.0749955187,1697292.583807782,expansion
2025-10-21,1533803.043833831,1697072.7274523333,expansion
2025-10-22,1521480.6522476191,1688492.250612267,expansion
2025-10-23,1533387.8566815825,1698035.2322342515,expansion
2025-10-24,1544595.8338610125,1712088.3086317175,expansion
2025-10-27,1560262.604025803,1732576.8270894776,expansion
2025-10-28,1561292.0477612666,1737224.3743022368,expansion
2025-10-29,1563708.2389519245,1737939.498469153,expansion
2025-10-30,1552165.8664669404,1719486.0866134414,expansion
2025-10-31,1555055.7841032944,1724436.2318207964,expansion
2025-11-03,1556236.5647871026,1727819.182838506,expansion
2025-11-04,1532552.1424605795,1707798.0702116843,expansion
2025-11-05,1545379.245113902,1712940.8852359112,expansion
2025-11-06,1529605.0246896516,1694735.0228556893,expansion
2025-11-07,1529245.2807743317,1696522.5799822477,expansion
2025-11-10,1552844.1207413892,1722868.6999101746,expansion
2025-11-11,1551833.5700195865,1726828.816076059,expansion
2025-11-12,1559319.3405240732,1727681.3926802524,expansion
2025-11-13,1534134.2759435514,1699547.715625767,recovery
2025-11-14,1530038.2036351857,1699107.8340543816,expansion
2025-11-17,1514739.0951770595,1683184.4588912097,recovery
2025-11-18,1503859.5373739225,1669323.8834501272,recovery
2025-11-19,1509545.3735568908,1675374.1547371657,recovery
2025-11-20,1482323.5474803587,1649963.0153316036,fear
2025-11-21,1496367.7751282775,1666381.151724779,recovery
2025-11-24,1521406.6178835449,1691159.9086025723,recovery
2025-11-25,1532508.4881883631,1706890.4450883844,expansion
2025-11-26,1548482.1708655227,1718688.7273888418,expansion
2025-11-28,1560386.9609021973,1728204.015890785,expansion
2025-12-01,1555572.1497851443,1720256.2592994636,expansion
2025-12-02,1561148.7318404824,1723171.2979047706,expansion
2025-12-03,1573837.6555349585,1729194.0449322562,expansion
2025-12-04,1570346.425203987,1730651.6486651537,expansion
2025-12-05,1573872.6009461747,1733896.8095246097,expansion
2025-12-08,1573235.3159024229,1728753.9945003828,expansion
2025-12-09,1571921.081528161,1727351.4392865915,expansion
2025-12-10,1585272.1285856576,1738516.8324778157,expansion
2025-12-11,1587483.5060620818,1742779.7154987839,expansion
2025-12-12,1563107.1298134853,1723968.825989858,expansion
2025-12-15,1561298.3554551597,1721466.3135568714,expansion
2025-12-16,1556210.9983341028,1716653.6207867935,expansion
2025-12-17,1538506.9574806497,1697787.6827587616,expansion
2025-12-18,1550717.7370154797,1710603.180639267,expansion
2025-12-19,1565116.89245544,1725866.3112941408,expansion
2025-12-22,1578357.8577224626,1736735.1854683391,expansion
2025-12-23,1584657.6987085766,1744843.5283838017,expansion
2025-12-24,1589584.782478454,1750662.79852318,expansion
2025-12-26,1590675.160690699,1750828.2818014745,expansion
2025-12-29,1581088.749176251,1744650.5208459538,expansion
2025-12-30,1579457.4484954262,1742223.4890511283,expansion
2025-12-31,1566411.5497578029,1729564.8625640266,expansion
2026-01-02,1583697.107986815,1732791.4487697964,expansion
2026-01-05,1598936.213936518,1744264.5057702584,expansion
2026-01-06,1616908.4839471942,1754606.5352217227,expansion
2026-01-07,1608781.9082367488,1748980.4414806801,expansion
2026-01-08,1607113.8553712456,1748676.999183644,expansion
2026-01-09,1624868.6258018867,1760398.1122410598,expansion
2026-01-12,1629595.070111155,1763238.8522316222,expansion
2026-01-13,1631986.0321641068,1759626.0820896688,expansion
2026-01-14,1632069.163760525,1751104.0309784696,expansion
2026-01-15,1638743.1322261714,1755737.2250497441,expansion
2026-01-16,1641131.8199500157,1754275.7375256214,expansion
2026-01-20,1621727.7712559742,1718588.4242589367,recovery
2026-01-21,1648407.6584127564,1738279.7523525853,expansion
2026-01-22,1656491.7455841159,1747325.6086977336,expansion
2026-01-23,1654879.6331741721,1748042.7591905065,expansion
2026-01-26,1660388.3253734617,1757033.5670165485,expansion
2026-01-27,1676393.5133646226,1764231.5830409022,expansion
2026-01-28,1691372.5980183498,1763955.833863907,expansion
2026-01-29,1691424.7921228346,1760287.8463423594,expansion
2026-01-30,1659103.6729077853,1754634.0594812757,expansion
2026-02-02,1665142.5405332567,1764176.365661308,expansion
2026-02-03,1664033.9537380561,1748925.392961574,expansion
2026-02-04,1647477.6412526332,1739989.6336546382,expansion
2026-02-05,1635352.246619022,1718450.296379707,recovery
2026-02-06,1677310.487795515,1751931.278509455,recovery
2026-02-09,1688386.441198023,1760177.411583171,expansion
2026-02-10,1684386.5402401756,1755240.9440753483,expansion
2026-02-11,1697032.34772692,1754992.5502974181,expansion
2026-02-12,1669801.2989753427,1727799.7638823795,recovery
2026-02-13,1680125.8220820688,1728902.929450848,recovery
2026-02-17,1674906.0413812723,1731936.50811877,recovery
2026-02-18,1686717.3099376902,1740651.566767817,expansion
2026-02-19,1683168.4495736496,1736183.855974837,recovery
2026-02-20,1695495.640957863,1748566.7332849435,expansion
2026-02-23,1688930.6723468232,1730943.7773094901,recovery
2026-02-24,1698939.4349717894,1743575.0483975266,expansion
2026-02-25,1710417.332925722,1758246.9984837172,expansion
2026-02-26,1696162.758555853,1748373.725747096,expansion
2026-02-27,1692724.5757492324,1740348.1244707806,expansion
2026-03-02,1694137.4915477228,1741010.2264444474,recovery
2026-03-03,1659592.7791864583,1725676.005524102,recovery
2026-03-04,1672610.5490987375,1737976.3100555493,recovery
2026-03-05,1659914.9251495996,1728682.2287929591,recovery
2026-03-06,1635569.1736281745,1705570.9692347166,fear
2026-03-09,1655705.5333543885,1720380.878339649,fear
2026-03-10,1656319.4334780641,1717402.3481908329,recovery
2026-03-11,1657359.701153029,1715499.4593509324,recovery
2026-03-12,1628342.0565869485,1689216.6621060264,fear
2026-03-13,1622464.8947130796,1679812.3149447357,fear
2026-03-16,1638272.0557670833,1696635.378788269,recovery
2026-03-17,1643721.2622816525,1701323.7902391376,recovery
2026-03-18,1622709.9127390748,1677854.039864753,fear
2026-03-19,1617475.4897448055,1673358.6359517318,recovery
2026-03-20,1590091.6697427214,1649061.4691858739,fear
2026-03-23,1601315.7750408654,1666960.3431988102,fear
2026-03-24,1603603.0659819413,1661306.5563377268,fear
2026-03-25,1618616.6889085663,1670352.4126828748,fear
2026-03-26,1582405.6582376214,1640732.5944730104,fear
2026-03-27,1566788.1967726103,1612823.1641466632,fear
2026-03-30,1551955.5164649277,1607206.864313928,fear
2026-03-31,1599025.0811541276,1653187.9129324928,fear
2026-04-01,1611346.6167126498,1666329.311554946,recovery
2026-04-02,1609374.3479913333,1668238.2793724164,recovery
2026-04-06,1612598.6026993904,1675652.7745424577,recovery
2026-04-07,1616936.1757097454,1676676.4068210518,fear
2026-04-08,1646414.225321279,1719005.6785249226,recovery
2026-04-09,1655555.402145236,1729186.7839312698,expansion
2026-04-10,1654571.6893354068,1728024.6860524698,expansion
2026-04-13,1664372.7456381465,1744956.327189823,expansion
2026-04-14,1683238.9678709412,1766065.576801676,expansion
2026-04-15,1682293.6657251725,1780175.3903231288,expansion
2026-04-16,1684029.7322091283,1784076.2364577055,expansion
2026-04-17,1705043.673718857,1805987.9111087995,expansion
2026-04-20,1701994.7713004875,1802557.1725729704,expansion
2026-04-21,1688675.6782698398,1790688.4754489937,expansion
2026-04-22,1704654.8007351751,1809086.5010646232,expansion
2026-04-23,1706594.084060101,1801782.6095142586,expansion
2026-04-24,1721561.6488565085,1816058.244034982,expansion
2026-04-27,1714500.4039836777,1819046.2303711292,expansion
2026-04-28,1699822.9927674162,1810082.4402231763,expansion
2026-04-29,1700362.3876141782,1810027.053983094,expansion
2026-04-30,1720343.6404960975,1827567.437179888,expansion
2026-05-01,1724996.74738662,1832934.667792741,expansion
2026-05-04,1712740.448429016,1826294.7356814116,expansion
2026-05-05,1738270.1912120504,1840625.7564422176,expansion
2026-05-06,1773848.1151446064,1866521.1877275237,expansion
2026-05-07,1758817.524683609,1860655.9875353943,expansion
2026-05-08,1789052.4349831135,1875872.3438350766,expansion
2026-05-11,1800718.054950497,1879967.0418099412,expansion
2026-05-12,1785488.174315021,1877615.3217927883,expansion
2026-05-13,1798426.9526318356,1887962.4170588944,expansion
2026-05-14,1806106.8433130425,1902680.8037793003,expansion
2026-05-15,1773046.060421473,1879745.6657101002,expansion
2026-05-18,1765276.852747023,1878279.2812318238,expansion
2026-05-19,1757476.9924308958,1866327.6736082118,expansion
2026-05-20,1787982.6780872555,1885638.5590222708,expansion
2026-05-21,1794251.7842183998,1889152.2080577353,expansion
2026-05-22,1811077.3068138016,1896649.613727412,expansion
2026-05-26,1841245.675844962,1908988.7561711122,expansion
2026-05-27,1834199.0658196616,1908850.4594313945,expansion
2026-05-28,1846234.5514817499,1919778.4347764123,expansion
2026-05-29,1848590.131331754,1924149.7262307121,expansion
2026-06-01,1848944.0717661744,1929157.2840040063,expansion
2026-06-02,1877033.0702230707,1931813.2906206357,expansion
2026-06-03,1876741.373025077,1918256.8329185415,expansion
2026-06-04,1873495.164900063,1925726.714328665,expansion
2026-06-05,1794616.0203626894,1875761.7402154002,recovery
2026-06-08,1820242.6614011354,1880409.6251491355,expansion
2026-06-09,1809989.8194861715,1874931.7909166059,expansion
2026-06-10,1773756.132975579,1845467.324355753,recovery
2026-06-11,1830309.6209096569,1876398.0065343943,expansion
2026-06-12,1843943.038377669,1886689.884420906,expansion
2026-06-15,1885901.4417521236,1919557.2275370592,expansion
2026-06-16,1852955.6580275057,1908269.4104919943,expansion
2026-06-17,1841470.339667829,1885195.8068225884,expansion
2026-06-18,1879894.5148504195,1903732.1291779357,expansion
