Date,로테이션(금리보정),VOO B&H,phase
2021-08-24,1054926.0369337786,1064627.4680121245,expansion
2021-08-25,1056431.7945830217,1066591.7376394335,expansion
2021-08-26,1053149.7577489626,1060362.4742350557,expansion
2021-08-27,1064913.1210804956,1069771.2117690358,expansion
2021-08-30,1067429.175753864,1074682.77235487,expansion
2021-08-31,1064469.411277546,1072847.17441946,expansion
2021-09-01,1063368.2449672692,1073984.5342367594,expansion
2021-09-02,1066790.8164753953,1077190.0128815223,expansion
2021-09-03,1068258.8069551107,1076776.2202555416,expansion
2021-09-07,1061142.9320341158,1072795.5875403588,expansion
2021-09-08,1058313.6310876424,1071761.5703417491,expansion
2021-09-09,1057397.9053853806,1066953.5212350928,expansion
2021-09-10,1053127.193151699,1058707.810312597,recovery
2021-09-13,1057917.940697795,1061189.4684753087,expansion
2021-09-14,1055889.6296963482,1055683.603401762,expansion
2021-09-15,1061900.1089820894,1064498.03644803,expansion
2021-09-16,1058095.1222888422,1062662.6918033515,expansion
2021-09-17,1047985.6956618223,1052245.8571556786,recovery
2021-09-20,1033948.0306689678,1035056.6193437963,fear
2021-09-21,1034082.2117020279,1034048.5222301033,recovery
2021-09-22,1044795.2657999216,1044025.8130273671,recovery
2021-09-23,1052687.3588997656,1056640.198066598,expansion
2021-09-24,1052604.89148875,1058397.6135960387,expansion
2021-09-27,1051328.597559574,1055399.4112003641,expansion
2021-09-28,1028535.2340094419,1034306.9632070727,recovery
2021-09-29,1026463.8507757151,1035935.5381841266,recovery
2021-09-30,1019295.4012760492,1022813.305227068,recovery
2021-10-01,1027665.9284842045,1035053.7487154994,recovery
2021-10-04,1017832.8234911809,1022320.4858926772,recovery
2021-10-05,1022546.9111669507,1032253.1130908504,recovery
2021-10-06,1026658.518597892,1036843.3321679145,recovery
2021-10-07,1030373.6181034555,1045764.1473216574,expansion
2021-10-08,1026524.2787067676,1043793.3765655585,expansion
2021-10-11,1021051.9012227573,1036194.7390332923,recovery
2021-10-12,1021324.8244384215,1034120.0346467951,expansion
2021-10-13,1028214.1361962571,1037439.6629814835,expansion
2021-10-14,1043229.7422319037,1054866.9096512804,expansion
2021-10-15,1044822.5461623769,1063087.798082032,expansion
2021-10-18,1047712.5245253488,1066329.4128712388,expansion
2021-10-19,1052038.516159043,1074628.06155674,expansion
2021-10-20,1054403.1986633195,1078803.3059844072,expansion
2021-10-21,1056344.8651203348,1081448.5055298011,expansion
2021-10-22,1057097.8327231568,1080359.3553818413,expansion
2021-10-25,1061543.0103886432,1085960.8799218717,expansion
2021-10-26,1062281.6698616536,1086998.3587604866,expansion
2021-10-27,1061333.1576996958,1082278.3703983515,expansion
2021-10-28,1069858.8660009285,1092859.2530101703,expansion
2021-10-29,1070791.8812163158,1094804.1881115967,expansion
2021-11-01,1074320.058456779,1097112.3421228314,expansion
2021-11-02,1079684.3502212407,1101365.6845262244,expansion
2021-11-03,1082044.22966068,1108004.2657536492,expansion
2021-11-04,1093782.6773935969,1113191.1533652586,expansion
2021-11-05,1102940.8468511023,1116977.3432284454,expansion
2021-11-08,1106252.8842843086,1118325.8630860588,expansion
2021-11-09,1107714.0229825354,1114409.8195075574,expansion
2021-11-10,1096237.9974878468,1105437.1641839813,expansion
2021-11-11,1101296.7386499413,1105800.0453728132,expansion
2021-11-12,1106307.379200757,1114020.9338035649,expansion
2021-11-15,1103787.9991211654,1114539.5887926281,expansion
2021-11-16,1107119.8362594028,1118792.593475045,expansion
2021-11-17,1106984.2035634182,1116095.553759818,expansion
2021-11-18,1111744.0856528715,1119959.6727382424,expansion
2021-11-19,1111647.1340180293,1117859.1326970726,expansion
2021-11-22,1102439.1086944682,1114902.5544117042,expansion
2021-11-23,1098835.9706772894,1116355.0078997158,expansion
2021-11-24,1104734.1992644963,1119103.8877847758,expansion
2021-11-26,1091721.922508387,1094752.5168022518,fear
2021-11-29,1103366.108462288,1107978.4300989767,recovery
2021-11-30,1090826.5347583813,1086764.8247055053,fear
2021-12-01,1089624.4418668495,1074265.1803679082,fear
2021-12-02,1095836.8095751395,1090655.2014898222,fear
2021-12-03,1099993.2506588409,1081007.6952257315,fear
2021-12-06,1099568.9782985428,1093922.6519337017,fear
2021-12-07,1107544.198131602,1116406.932499793,recovery
2021-12-08,1101490.6595403121,1119544.7825190895,expansion
2021-12-09,1098592.60993148,1111920.309332151,recovery
2021-12-10,1103957.9402805313,1122527.1120288866,expansion
2021-12-13,1105237.5587691667,1112568.902466773,recovery
2021-12-14,1100147.3777684253,1104996.1850194235,recovery
2021-12-15,1106442.1170481185,1122267.5734587451,expansion
2021-12-16,1106352.9165016902,1112127.7544417274,recovery
2021-12-17,1104317.7101031053,1100587.4065367752,recovery
2021-12-20,1096124.955994696,1088683.9241522592,recovery
2021-12-21,1102671.4124292107,1108005.0256258454,recovery
2021-12-22,1110764.6992946288,1119197.0143439388,expansion
2021-12-23,1111621.7921400317,1126094.7119902852,expansion
2021-12-27,1120775.354363109,1142154.2731370742,expansion
2021-12-28,1118082.9878063959,1141295.1109738464,expansion
2021-12-29,1115105.3119338113,1142674.87002175,expansion
2021-12-30,1117850.2731837337,1139447.3550832958,expansion
2021-12-31,1119568.3397738913,1136323.942635728,expansion
2022-01-03,1123587.8719215675,1143299.4005368245,expansion
2022-01-04,1124723.299598819,1142830.9815429577,expansion
2022-01-05,1104401.9341767943,1120941.0898948228,expansion
2022-01-06,1104926.3816526881,1119431.3082711159,expansion
2022-01-07,1096531.091626369,1115553.1738721828,expansion
2022-01-10,1096391.0921976457,1114095.6545695295,expansion
2022-01-11,1107529.9476720663,1123856.2129303738,expansion
2022-01-12,1110640.2307891967,1127213.9193051187,expansion
2022-01-13,1098050.5857301215,1111675.0394732498,recovery
2022-01-14,1101658.8647392557,1112013.2670308256,expansion
2022-01-18,1078926.2101875995,1092518.0703940538,recovery
2022-01-19,1067379.768230868,1081039.440997486,recovery
2022-01-20,1053300.676686933,1069144.4860676166,fear
2022-01-21,1038464.5058458436,1048139.3389466499,fear
2022-01-24,1043225.3272119522,1052512.3190058307,fear
2022-01-25,1029722.120816931,1039732.3662580609,fear
2022-01-26,1027791.8798889599,1037389.7647072631,fear
2022-01-27,1016378.510907013,1032131.9556906702,fear
2022-01-28,1033936.1672192317,1057431.7316043596,fear
2022-01-31,1054746.0168145518,1076770.7322896798,recovery
2022-02-01,1058195.565422148,1083798.4525118296,recovery
2022-02-02,1067357.4831999133,1094131.6167876706,recovery
2022-02-03,1049757.5178815948,1068702.0715889104,recovery
2022-02-04,1047872.762034494,1073725.4178178378,recovery
2022-02-07,1048523.1616511159,1070185.5954067246,recovery
2022-02-08,1054420.8759368476,1078852.9509678956,recovery
2022-02-09,1065335.2971927566,1094678.2181875072,expansion
2022-02-10,1047855.307598431,1075443.3199930734,recovery
2022-02-11,1040722.0344645331,1053996.0116841325,fear
2022-02-14,1036346.8108836184,1050560.2073336616,fear
2022-02-15,1045167.3398605834,1067426.4994621372,fear
2022-02-16,1049120.9612185026,1068702.0715889104,recovery
2022-02-17,1039824.7560903978,1045979.1911531964,fear
2022-02-18,1039014.2541679222,1039289.8673491109,fear
2022-02-22,1034337.9596808477,1027915.4248736735,fear
2022-02-23,1021033.3439697847,1009409.2441154441,fear
2022-02-24,1028118.0633262388,1024922.1194321526,fear
2022-02-25,1041292.3760652764,1047306.5190195589,fear
2022-02-28,1046507.9783672099,1044677.6989415064,fear
2022-03-01,1045348.1532126591,1029008.6276733464,fear
2022-03-02,1041928.6958644688,1047905.2983102046,fear
2022-03-03,1045133.7020850733,1042647.4892936118,fear
2022-03-04,1050785.118849468,1034214.2587991302,fear
2022-03-07,1038540.6853140537,1003682.8472444966,fear
2022-03-08,1038372.4302130096,996108.6944829986,fear
2022-03-09,1039251.148024678,1022657.7002873246,fear
2022-03-10,1031883.7875144199,1018102.68862202,fear
2022-03-11,1026280.2313213203,1005114.4464622334,fear
2022-03-14,1013322.0061226019,997774.5876279129,fear
2022-03-15,1018255.5824205929,1019664.4792760478,fear
2022-03-16,1032342.436942365,1042465.4576874878,fear
2022-03-17,1036079.7626891158,1055219.1526293647,fear
2022-03-18,1042089.4510625801,1066880.1513530326,recovery
2022-03-21,1036563.2326995878,1066932.160383354,recovery
2022-03-22,1035524.1481465995,1079321.6232524947,recovery
2022-03-23,1038311.7235508063,1065422.294329403,recovery
2022-03-24,1045429.5663393333,1081259.2973529345,recovery
2022-03-25,1043335.0737920962,1086743.5482840103,recovery
2022-03-28,1043639.7064043237,1094238.6743370981,expansion
2022-03-29,1052456.0782094654,1108080.5062640065,expansion
2022-03-30,1052888.3438880409,1101185.9325366889,expansion
2022-03-31,1046164.2576402333,1084262.5655632506,recovery
2022-04-01,1043753.4082808429,1087265.9182038107,expansion
2022-04-04,1050753.6718817872,1096484.856549216,expansion
2022-04-05,1031673.6066983667,1082930.6784637107,recovery
2022-04-06,1021945.8823184435,1071961.8388805834,recovery
2022-04-07,1024763.7020644171,1077367.9074056891,recovery
2022-04-08,1019075.4079008875,1074756.3955276625,recovery
2022-04-11,1005563.5451117356,1056135.6429282874,recovery
2022-04-12,1004027.2264518773,1052270.5107869348,recovery
2022-04-13,1014440.1080904756,1064153.0544709319,recovery
2022-04-14,1000588.6424785819,1051225.7709473334,recovery
2022-04-18,1003303.2053143126,1051408.562425654,recovery
2022-04-19,1012405.735477684,1068201.146951093,recovery
2022-04-20,1015900.023035853,1067391.5453411096,recovery
2022-04-21,1002040.9776644859,1051565.0960980817,recovery
2022-04-22,981147.1678216159,1022863.7100827526,fear
2022-04-25,985101.2888633634,1028452.5700861788,fear
2022-04-26,964401.7495874484,999045.5160912647,fear
2022-04-27,962211.1643940732,1001631.1923146188,fear
2022-04-28,984409.0373649775,1026728.9266543494,fear
2022-04-29,956287.8029725084,989017.0605661198,fear
2022-05-02,960196.0389139941,995232.8151314532,fear
2022-05-03,965418.3036443642,999542.0503563927,fear
2022-05-04,990436.4576145613,1029862.4707312005,fear
2022-05-05,959869.9085244793,993691.7943174562,fear
2022-05-06,954604.3828730165,987450.1196672064,fear
2022-05-09,929857.6859448547,955588.5096179135,fear
2022-05-10,933731.6876626902,958043.3189630244,fear
2022-05-11,924731.0587708866,942608.7949127737,fear
2022-05-12,923689.9457865322,941877.7134297363,fear
2022-05-13,939714.7545071299,964102.2865651979,fear
2022-05-16,937307.9014287766,960654.915271295,fear
2022-05-17,953341.7560197026,979876.5579174166,fear
2022-05-18,926891.4440529225,941067.8585290208,fear
2022-05-19,923824.2847443332,934774.0059879618,fear
2022-05-20,925701.2017333151,935008.9753570914,fear
2022-05-23,934161.216806748,952741.8595102691,fear
2022-05-24,931188.568917485,945873.1214376242,fear
2022-05-25,938143.9461591151,953760.4259742216,fear
2022-05-26,953324.3364084426,972720.7570150768,fear
2022-05-27,972787.806087262,997113.0766659543,fear
2022-05-31,964942.658047664,991576.3945533374,fear
2022-06-01,961159.693721924,983271.32916929,fear
2022-06-02,972321.7062787538,1001944.5129502063,recovery
2022-06-03,962262.2111195014,985726.476235377,recovery
2022-06-06,957319.8148062029,988416.4238101055,fear
2022-06-07,966176.441429436,998079.5496693416,recovery
2022-06-08,956685.1713423675,987162.7191165354,recovery
2022-06-09,945948.924626637,963945.5840322821,fear
2022-06-10,933772.2998737781,935661.874434159,fear
2022-06-13,902525.2008221817,899595.5538020332,fear
2022-06-14,896517.1966547095,897349.6248806473,fear
2022-06-15,908679.7966868067,910198.8104285198,fear
2022-06-16,897573.976615478,880295.7287499418,fear
2022-06-17,897056.9008227113,882593.919992381,fear
2022-06-21,902552.403393478,904218.1096625602,fear
2022-06-22,908591.1155574053,902311.5058919224,fear
2022-06-23,912141.2941928778,911791.755842594,fear
2022-06-24,922303.9455372628,940179.8212223354,fear
2022-06-27,918755.5622130574,936654.1830922188,fear
2022-06-28,911289.513580308,916414.0584123889,fear
2022-06-29,913118.4444060787,916865.338066718,fear
2022-06-30,911227.2024580191,909627.8086881592,fear
2022-07-01,916030.8149872248,918963.1763400789,fear
2022-07-05,913608.4752164879,920589.049549324,fear
2022-07-06,907131.6628059448,923919.4849552482,fear
2022-07-07,911653.9792580097,937476.7869597824,fear
2022-07-08,908302.628085776,936926.0484779887,recovery
2022-07-11,907738.6168391756,926331.825887613,fear
2022-07-12,906178.8391283944,917783.1792495452,fear
2022-07-13,908307.7028020706,913508.6448549011,fear
2022-07-14,902437.8293544359,911096.2194922923,fear
2022-07-15,911244.9732134468,928324.8017978914,recovery
2022-07-18,905075.2613304018,920641.4807308654,fear
2022-07-19,915027.5610445243,945632.1575211686,recovery
2022-07-20,916204.9543698393,951689.6053789495,recovery
2022-07-21,926876.5000560054,961313.5556049566,recovery
2022-07-22,928276.9076745939,952554.9309499913,recovery
2022-07-25,925629.0588492429,953498.9455084673,recovery
2022-07-26,921700.9168557118,942065.7395831863,recovery
2022-07-27,932269.5365231137,966741.7448539977,recovery
2022-07-28,941494.9636366566,978961.6717931303,recovery
2022-07-29,946395.4220433132,993305.6103812726,recovery
2022-08-01,954231.5438372608,990316.3575914652,recovery
2022-08-02,943485.7226675347,983917.8959780555,recovery
2022-08-03,955414.9543049384,999284.7069725958,recovery
2022-08-04,958126.0951530337,998497.9859587438,recovery
2022-08-05,948478.5565206977,996426.4899215195,recovery
2022-08-08,954044.8481204166,995534.653253853,recovery
2022-08-09,950223.4661275417,991601.1326148376,recovery
2022-08-10,957767.5335778138,1012369.8750525261,expansion
2022-08-11,950686.6829039284,1012369.8750525261,recovery
2022-08-12,963658.7906389257,1029703.6574421843,expansion
2022-08-15,962526.5099154828,1034108.9742848272,expansion
2022-08-16,964466.7844038156,1035918.314414345,expansion
2022-08-17,956104.6652804542,1028838.0785804103,expansion
2022-08-18,959057.2022313983,1032011.1360114663,expansion
2022-08-19,946872.4572663227,1017771.9753561626,recovery
2022-08-22,934333.1804433858,996321.5431281929,recovery
2022-08-23,933390.838400669,993961.3800866372,recovery
2022-08-24,932771.0459300065,996976.9751125814,recovery
2022-08-25,944416.5777965167,1011504.5494814845,recovery
2022-08-26,927886.3666826957,976837.6601441207,fear
2022-08-29,922022.2312044284,970386.6829189258,fear
2022-08-30,916273.5584059809,959845.1448008235,fear
2022-08-31,908405.0917591703,952292.7750422847,fear
2022-09-01,902789.3913391639,955229.596650551,fear
2022-09-02,900870.6918065848,945212.6236385939,fear
2022-09-06,892378.5052428109,942039.4817772938,fear
2022-09-07,905712.2912902264,958927.3036179964,recovery
2022-09-08,906543.142028944,965194.6450624306,recovery
2022-09-09,915786.0445670008,980089.4065626109,recovery
2022-09-12,919182.8587350661,990867.0116430151,recovery
2022-09-13,894184.5527963083,947651.3912373396,fear
2022-09-14,895937.9236074357,951191.551369429,fear
2022-09-15,886507.6082098961,940571.1554034047,fear
2022-09-16,884462.3695785794,933176.2480499779,fear
2022-09-19,888621.7984010621,940335.1728713468,fear
2022-09-20,880019.5801400614,929741.1191414592,fear
2022-09-21,877017.9332014418,913377.777976658,fear
2022-09-22,867340.4684430611,905668.0302432511,fear
2022-09-23,857082.2762956406,890615.9751984468,fear
2022-09-26,845996.133175561,881988.555142701,fear
2022-09-27,840699.0637355726,879497.5252229022,fear
2022-09-28,859511.0308030242,896772.7974534488,fear
2022-09-29,849042.5912130321,878072.5959944435,fear
2022-09-30,840116.1145071974,864692.5975023677,fear
2022-10-03,860267.4442010575,887554.4501197516,fear
2022-10-04,876073.5614324614,914498.6738963722,fear
2022-10-05,872546.7109092388,912918.224158414,fear
2022-10-06,866603.9576724458,903304.7432826664,fear
2022-10-07,850114.3673019651,877940.6315230277,fear
2022-10-10,839961.6537240106,871382.5967484056,fear
2022-10-11,837420.7859694886,865640.7491428008,fear
2022-10-12,838520.2990799635,862954.2632080774,fear
2022-10-13,846267.5647310743,885552.7778943385,fear
2022-10-14,832467.1284262051,865614.3224764201,fear
2022-10-17,840986.2618634799,887607.050161781,fear
2022-10-18,846804.3039348337,898063.3981636589,fear
2022-10-19,837129.9040435494,891847.3058773497,fear
2022-10-20,830649.9572460254,884525.430685007,fear
2022-10-21,842346.7752172248,905780.4913282963,fear
2022-10-24,846017.3507867205,916816.3685251817,fear
2022-10-25,857442.7715902367,931724.0478526982,fear
2022-10-26,860290.001230548,924770.6262452933,fear
2022-10-27,860175.800709223,919818.9612935457,fear
2022-10-28,867096.1887217936,941284.7598259285,fear
2022-10-31,860646.6208160601,934884.6940378824,fear
2022-11-01,864519.4131277417,931118.2608517981,fear
2022-11-02,851061.830527008,907360.8566360103,fear
2022-11-03,844629.5819982744,897694.6912879893,fear
2022-11-04,857147.3204465362,910837.6096548348,recovery
2022-11-07,859815.7554876044,919582.0500288034,recovery
2022-11-08,871324.2803437823,924586.2305923364,fear
2022-11-09,860954.0507829791,905701.5490501302,fear
2022-11-10,901089.8768288327,955270.5453189044,recovery
2022-11-11,907097.692188428,964410.0348046795,recovery
2022-11-14,903301.0701769423,956666.4305434176,recovery
2022-11-15,912148.135978496,964568.0882214997,recovery
2022-11-16,909398.4648640153,957246.044168669,recovery
2022-11-17,906093.1910088502,954480.3626650473,recovery
2022-11-18,905460.584920806,958694.6138654555,recovery
2022-11-21,903229.8556647603,955323.1453609338,recovery
2022-11-22,914263.6526941648,968044.8412403242,recovery
2022-11-23,921645.9409136996,974102.7112493253,recovery
2022-11-25,920375.2256192717,973997.2578745345,recovery
2022-11-28,910856.2670247419,958589.1604906647,recovery
2022-11-29,909293.1828269373,956903.76395938,recovery
2022-11-30,928853.9309360788,986349.993587523,recovery
2022-12-01,934225.5068851517,986481.7047682065,expansion
2022-12-02,933094.3504388771,985059.3084470686,expansion
2022-12-05,918029.191281043,967517.9965175901,recovery
2022-12-06,909642.5880163817,953532.3798851023,recovery
2022-12-07,912920.8069896025,951688.4233555332,recovery
2022-12-08,921012.7044205096,959195.1163520529,recovery
2022-12-09,912429.8671913217,952188.9258421304,recovery
2022-12-12,921865.1521551157,965779.6622233,recovery
2022-12-13,931414.3378883697,972917.3950534178,recovery
2022-12-14,926352.5660766829,967043.7518368855,recovery
2022-12-15,906123.4937353372,943260.3431059371,recovery
2022-12-16,898630.700759866,932013.8124502018,recovery
2022-12-19,890234.255276683,923980.3591611923,recovery
2022-12-20,889198.321094812,925388.4023408454,recovery
2022-12-21,900061.1553442044,939229.3055350696,recovery
2022-12-22,885907.1343619259,926023.4022061792,recovery
2022-12-23,887105.9859659635,931210.6275387646,recovery
2022-12-27,881275.846403357,927505.5751400888,recovery
2022-12-28,871789.7830391591,916125.8135592777,recovery
2022-12-29,886562.6400641719,932375.0050341533,recovery
2022-12-30,884020.1693472473,929807.9878947294,recovery
2023-01-03,884397.843287521,926235.2376884451,recovery
2023-01-04,895009.2870462353,932904.4670944522,recovery
2023-01-05,886773.971469238,922715.3408149224,recovery
2023-01-06,909776.0776340195,943701.9132822029,recovery
2023-01-09,912707.2166682064,943013.7223631316,recovery
2023-01-10,916152.7671560479,949735.8895321442,recovery
2023-01-11,925930.6582484702,961856.6953647881,recovery
2023-01-12,933754.6844848545,965455.787807209,expansion
2023-01-13,936072.063668244,969213.7779688904,expansion
2023-01-17,932916.8560888603,967731.9427559568,expansion
2023-01-18,926694.441677647,952011.7067599159,recovery
2023-01-19,919059.1125250546,945157.4062589997,recovery
2023-01-20,929878.7697258284,962544.8018536153,expansion
2023-01-23,943635.6700709206,974268.7011090842,expansion
2023-01-24,944259.0179570868,973236.4569455992,expansion
2023-01-25,945777.0080052376,973580.5101900126,expansion
2023-01-26,951350.0475125081,983980.9653703442,expansion
