Date,SOXX,466950.KS,469170.KS
2023-12-28,1126875.2961133076,1103044.011914401,1100217.927559439
2024-01-02,1113567.5191969967,1098071.984629247,1087573.7597512132
2024-01-03,1104941.1994790656,1091160.3818026797,1074136.621507812
2024-01-04,1099647.939775145,1083877.4911532386,1068551.4254086956
2024-01-05,1100363.6184424337,1083060.3313686932,1070045.5470212677
2024-01-08,1113869.3346795777,1092981.7908626695,1074956.3323046474
2024-01-09,1110703.8907839956,1094177.1172127952,1070155.9512141221
2024-01-10,1112039.3418378062,1097707.660523919,1069377.9392559156
2024-01-11,1112702.6505642338,1098766.4978628317,1072576.0444662399
2024-01-12,1113644.1442394077,1100281.7082452609,1071147.5568108207
2024-01-16,1108993.01532608,1094285.3717994725,1059785.9223017746
2024-01-17,1102056.256726464,1089509.5237421468,1050240.3035918868
2024-01-19,1128102.725000338,1108195.9188925377,1059887.1301396175
2024-01-22,1131120.547684616,1115067.3342525451,1057712.2286791368
2024-01-23,1133014.0442742694,1115120.378909808,1057439.321395954
2024-01-24,1132625.1072853776,1113215.24605822,1055554.1437522864
2024-01-25,1138086.1162645428,1119705.0690086274,1059883.4063634528
2024-01-26,1132380.7812527649,1116689.5314117952,1064268.9801376157
2024-01-29,1141065.3527241824,1123610.9802363922,1071982.3382635887
2024-01-30,1139095.518718998,1126559.7519485,1071361.0855694092
2024-01-31,1127566.715095734,1115148.5429080876,1063840.198406463
2024-02-01,1140687.923928221,1124699.290481963,1079951.5246523083
2024-02-02,1145233.7260558263,1129070.792552055,1083503.446696367
2024-02-05,1141878.7045255736,1126789.8682181512,1077867.8327370407
2024-02-06,1143535.8945290856,1131583.5487390887,1080640.1175663117
2024-02-07,1150929.9339263297,1134752.9694975829,1088627.2852315737
2024-02-08,1154688.4612637926,1139930.8653261866,1091486.9899758892
2024-02-13,1142828.1357414247,1132624.3179309943,1076956.8557985167
2024-02-14,1154064.9989903881,1136298.7112271022,1082177.1487029053
2024-02-15,1160749.000998668,1147268.7805512978,1093878.4136093236
2024-02-16,1155835.2881981058,1143729.2294696071,1094221.644100368
2024-02-20,1149812.5387254418,1139448.200595171,1089753.9333697334
2024-02-21,1149792.7874100073,1134811.8343229129,1089438.7562818886
2024-02-22,1173686.4168319833,1150759.0598607408,1101042.046395115
2024-02-23,1173738.2382920433,1161972.6992983122,1104419.79075452
2024-02-26,1172402.018116696,1154481.0169637247,1100054.476869389
2024-02-27,1172478.2041727095,1156245.4779349666,1095518.62190563
2024-02-28,1169704.4758056393,1155764.819987264,1095941.3864570896
2024-02-29,1179619.3187945324,1157495.4326847617,1100713.4295129178
2024-03-04,1200512.046237242,1178045.288066539,1116115.0650762825
2024-03-05,1193698.1062349847,1176543.6481526927,1109794.9992232672
